Dataset:              Benthic Species Abundance Data
File Name:            va91_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3342
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA91-355 910809 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA91-355 910809 CYATHURA POLITA                       3      5     1.67   2.08
VA91-355 910809 GAMMARUS DAIBERI                      3      6     2.00   3.46
VA91-355 910809 MARENZELLERIA VIRIDIS                 3     32    10.67   7.23
VA91-355 910809 NEMERTINEA                            3      1     0.33   0.58
VA91-355 910809 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      1     0.33   0.58
VA91-355 910809 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
VA91-357 910809 CHIRIDOTEA ALMYRA                     3     64    21.33  24.91
VA91-357 910809 CYATHURA POLITA                       3      7     2.33   0.58
VA91-357 910809 GAMMARUS DAIBERI                      3      7     2.33   3.21
VA91-357 910809 GAMMARUS SPP.                         3      4     1.33   2.31
VA91-357 910809 HYDROBIIDAE                           3      1     0.33   0.58
VA91-357 910809 ISOCHAETIDES FREYI                    3      1     0.33   0.58
VA91-357 910809 LIMNODRILUS CERVIX                    3      1     0.33   0.58
VA91-357 910809 LIMNODRILUS HOFFMEISTERI              3      1     0.33   0.58
VA91-357 910809 LITTORIDINOPS TENUIPES                3      1     0.33   0.58
VA91-357 910809 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA91-357 910809 POLYPEDILUM TRIPODURA                 3    250    83.33  48.75
VA91-357 910809 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    131    43.67   1.53
VA91-358 910810 CHIRIDOTEA ALMYRA                     3     70    23.33  27.02
VA91-358 910810 CORBICULA FLUMINEA                    3      1     0.33   0.58
VA91-358 910810 GAMMARUS DAIBERI                      3     19     6.33   8.50
VA91-358 910810 LEPTOCHEIRUS PLUMULOSUS               3      2     0.67   1.15
VA91-358 910810 LIMNODRILUS HOFFMEISTERI              3      3     1.00   0.00
VA91-358 910810 MARENZELLERIA VIRIDIS                 3     11     3.67   1.53
VA91-358 910810 POLYPEDILUM TRIPODURA                 3     24     8.00   7.21
VA91-358 910810 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      9     3.00   4.36
VA91-360 910810 CHIRIDOTEA ALMYRA                     3      6     2.00   0.00
VA91-360 910810 CYATHURA POLITA                       3      1     0.33   0.58
VA91-360 910810 GAMMARUS SPP.                         3      5     1.67   0.58
VA91-360 910810 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA91-360 910810 POLYPEDILUM TRIPODURA                 3      8     2.67   1.15
VA91-360 910810 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    125    41.67  22.81
VA91-362 910805 HESIONIDAE                            3      1     0.33   0.58
VA91-362 910805 MEDIOMASTUS AMBISETA                  3     38    12.67   3.51
VA91-362 910805 MULINIA LATERALIS                     3      3     1.00   1.00
VA91-362 910805 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
VA91-362 910805 PODARKEOPSIS LEVIFUSCINA              3     15     5.00   2.65
VA91-362 910805 STREBLOSPIO BENEDICTI                 3    541   180.33  15.50
VA91-362 910805 THARYX SP. A MORRIS                   3      3     1.00   1.00
VA91-365 910811 AULODRILUS LIMNOBIUS                  3      7     2.33   2.08
VA91-365 910811 AULODRILUS PIGUETI                    3     25     8.33  11.15
VA91-365 910811 CHIRONOMUS SPP.                       3      1     0.33   0.58
VA91-365 910811 CORBICULA FLUMINEA                    3      7     2.33   1.53
VA91-365 910811 GAMMARUS SPP.                         3     15     5.00   4.36
VA91-365 910811 LIMNODRILUS HOFFMEISTERI              3    389   129.67  18.56
VA91-365 910811 MUSCULIUM                             3      8     2.67   3.79
VA91-365 910811 PISIDIUM                              3     31    10.33   2.52
VA91-365 910811 POLYPEDILUM TRIPODURA                 3     20     6.67   2.08
VA91-365 910811 PROCLADIUS SUBLETTEI                  3      3     1.00   1.73
VA91-365 910811 QUISTADRILUS MULTISETOSUS             3    299    99.67   9.02
VA91-365 910811 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    831   277.00  84.43
VA91-365 910811 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3     18     6.00   4.36
VA91-369 910804 ANTHOZOA                              3      5     1.67   0.58
VA91-369 910804 Ampelisca abdita-vadorum complex      3      6     2.00   1.73
VA91-369 910804 BALANUS IMPROVISUS                    3      1     0.33   0.58
VA91-369 910804 BOONEA BISUTURALIS                    3      6     2.00   1.73
VA91-369 910804 CARAZZIELLA HOBSONAE                  3      1     0.33   0.58
VA91-369 910804 CHIRONOMIDAE                          3      1     0.33   0.58
VA91-369 910804 CIRRATULIDAE                          3      1     0.33   0.58
VA91-369 910804 COSSURA SOYERI                        3      3     1.00   1.73
VA91-369 910804 EDOTEA TRILOBA                        3      5     1.67   1.53
VA91-369 910804 ENSIS DIRECTUS                        3      3     1.00   1.00
VA91-369 910804 EUMIDA SANGUINEA                      3      1     0.33   0.58
VA91-369 910804 HESIONIDAE                            3      4     1.33   0.58
VA91-369 910804 HETEROMASTUS FILIFORMIS               3      3     1.00   0.00
VA91-369 910804 HYPERETEONE SPP.                      3      1     0.33   0.58
VA91-369 910804 ILYANASSA OBSOLETA                    3     25     8.33  11.85
VA91-369 910804 LEITOSCOLOPLOS ROBUSTUS               3     97    32.33   5.51
VA91-369 910804 LEITOSCOLOPLOS SPP.                   3     20     6.67   0.58
VA91-369 910804 LUCONACIA INCERTA                     3      1     0.33   0.58
VA91-369 910804 MACOMA BALTHICA                       3      1     0.33   0.58
VA91-369 910804 MEDIOMASTUS AMBISETA                  3    401   133.67  72.39
VA91-369 910804 MICROPHTHALMUS SCZELKOWII             3      7     2.33   1.53
VA91-369 910804 MOLGULA MANHATTENSIS                  3      3     1.00   1.73
VA91-369 910804 MULINIA LATERALIS                     3     33    11.00   5.29
VA91-369 910804 MYA ARENARIA                          3    387   129.00  22.87
VA91-369 910804 NASSARIUS VIBEX                       3      3     1.00   1.73
VA91-369 910804 NEANTHES SUCCINEA                     3     19     6.33   3.06
VA91-369 910804 NEMERTINEA                            3      5     1.67   2.89
VA91-369 910804 NUCULA ANNULATA                       3     24     8.00  13.86
VA91-369 910804 OLIGOCHAETA                           3    512   170.67  56.05
VA91-369 910804 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
VA91-369 910804 PECTINARIA                            3      1     0.33   0.58
VA91-369 910804 PECTINARIA GOULDII                    3     60    20.00   8.66
VA91-369 910804 PHOXOCEPHALUS HOLBOLLI                3      1     0.33   0.58
VA91-369 910804 PODARKE OBSCURA                       3      1     0.33   0.58
VA91-369 910804 PODARKEOPSIS LEVIFUSCINA              3     28     9.33   4.51
VA91-369 910804 POLYDORA                              3      2     0.67   1.15
VA91-369 910804 POLYDORA CORNUTA                      3     68    22.67  14.98
VA91-369 910804 PYRAMIDELLIDAE                        3      3     1.00   1.00
VA91-369 910804 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
VA91-369 910804 SABELLARIA VULGARIS                   3      1     0.33   0.58
VA91-369 910804 SPIO SETOSA                           3     26     8.67   8.33
VA91-369 910804 STREBLOSPIO BENEDICTI                 3    218    72.67  14.47
VA91-369 910804 SYLLIDES                              3      1     0.33   0.58
VA91-369 910804 TELLINA AGILIS                        3     10     3.33   2.52
VA91-369 910804 THARYX SP. A MORRIS                   3      2     0.67   0.58
VA91-371 910803 Ampelisca abdita-vadorum complex      3    173    57.67  23.71
VA91-371 910803 BOONEA BISUTURALIS                    3     92    30.67  22.90
VA91-371 910803 CIRRATULIDAE                          3      4     1.33   2.31
VA91-371 910803 COROPHIUM SPP.                        3      1     0.33   0.58
VA91-371 910803 COROPHIUM TUBERCULATUM                3      2     0.67   0.58
VA91-371 910803 CREPIDULA SPP.                        3      3     1.00   1.00
VA91-371 910803 EUMIDA SANGUINEA                      3      1     0.33   0.58
VA91-371 910803 GLYCERA AMERICANA                     3      4     1.33   1.53
VA91-371 910803 GLYCINDE SOLITARIA                    3      2     0.67   1.15
VA91-371 910803 ILYANASSA OBSOLETA                    3    123    41.00  17.58
VA91-371 910803 LEITOSCOLOPLOS ROBUSTUS               3     16     5.33   1.53
VA91-371 910803 LEITOSCOLOPLOS SPP.                   3      3     1.00   1.00
VA91-371 910803 MEDIOMASTUS AMBISETA                  3    229    76.33  56.89
VA91-371 910803 MERCENARIA MERCENARIA                 3     10     3.33   0.58
VA91-371 910803 MYA ARENARIA                          3      6     2.00   1.73
VA91-371 910803 NUCULA ANNULATA                       3      6     2.00   1.73
VA91-371 910803 OLIGOCHAETA                           3     15     5.00   6.08
VA91-371 910803 OVALIPES                              3      1     0.33   0.58
VA91-371 910803 PECTINARIA GOULDII                    3      3     1.00   1.00
VA91-371 910803 PYRAMIDELLIDAE                        3      2     0.67   1.15
VA91-371 910803 Pagurus spp.                          3      1     0.33   0.58
VA91-371 910803 SABELLARIA VULGARIS                   3      1     0.33   0.58
VA91-371 910803 STREBLOSPIO BENEDICTI                 3    109    36.33  15.04
VA91-371 910803 TELLINA AGILIS                        3     17     5.67   2.89
VA91-371 910803 THARYX SP. A MORRIS                   3     19     6.33   0.58
VA91-371 910803 UNCIOLA                               3      2     0.67   0.58
VA91-371 910803 XANTHIDAE                             3      2     0.67   0.58
VA91-372      .                                       .      .      .      .  
VA91-375 910807 CRANGON SEPTEMSPINOSA                 3      3     1.00   1.73
VA91-375 910807 MULINIA LATERALIS                     3     48    16.00   4.58
VA91-375 910807 MYTILUS EDULIS                        3      1     0.33   0.58
VA91-375 910807 NEPHTYS INCISA                        3      2     0.67   0.58
VA91-375 910807 PARAMETOPELLA CYPRIS                  3      1     0.33   0.58
VA91-375 910807 STREBLOSPIO BENEDICTI                 3      3     1.00   1.73
VA91-378 910806 CRANGON SEPTEMSPINOSA                 3      2     0.67   0.58
VA91-378 910806 LEITOSCOLOPLOS ROBUSTUS               3      9     3.00   2.00
VA91-378 910806 LEITOSCOLOPLOS SPP.                   3      8     2.67   1.53
VA91-378 910806 MULINIA LATERALIS                     3      1     0.33   0.58
VA91-378 910806 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA91-378 910806 OLIGOCHAETA                           3     19     6.33  10.12
VA91-378 910806 PECTINARIA GOULDII                    3      3     1.00   1.00
VA91-378 910806 POLYDORA CORNUTA                      3      3     1.00   1.73
VA91-378 910806 STREBLOSPIO BENEDICTI                 3     35    11.67  10.26
VA91-379 910805 MEDIOMASTUS AMBISETA                  3      1     0.33   0.58
VA91-379 910805 NASSARIUS TRIVITTATUS                 3      4     1.33   1.53
VA91-379 910805 NEPHTYIDAE                            3     17     5.67   2.08
VA91-379 910805 NEPHTYS INCISA                        3     81    27.00   8.54
VA91-379 910805 NUCULA ANNULATA                       3    165    55.00   9.54
VA91-379 910805 OLIGOCHAETA                           3      2     0.67   1.15
VA91-379 910805 PHORONIS SPP.                         3      2     0.67   0.58
VA91-379 910805 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
VA91-379 910805 YOLDIA LIMATULA                       3      5     1.67   1.15
VA91-380 910817 ASYCHIS ELONGATA                      3      3     1.00   1.00
VA91-380 910817 CARAZZIELLA HOBSONAE                  3      1     0.33   0.58
VA91-380 910817 CERIANTHEOPSIS AMERICANUS             3      5     1.67   2.08
VA91-380 910817 CIRRATULIDAE                          3     16     5.33   4.04
VA91-380 910817 CIRRIFORMIA GRANDIS                   3      1     0.33   0.58
VA91-380 910817 COSSURA SOYERI                        3      1     0.33   0.58
VA91-380 910817 EXOGONE                               3      1     0.33   0.58
VA91-380 910817 GLYCERA AMERICANA                     3      1     0.33   0.58
VA91-380 910817 MACOMA TENTA                          3     96    32.00  34.77
VA91-380 910817 MALDANIDAE                            3      1     0.33   0.58
VA91-380 910817 MEDIOMASTUS AMBISETA                  3    256    85.33  36.23
VA91-380 910817 MELINNA MACULATA                      3      1     0.33   0.58
VA91-380 910817 MERCENARIA MERCENARIA                 3      1     0.33   0.58
VA91-380 910817 MICROPHTHALMUS SCZELKOWII             3      2     0.67   1.15
VA91-380 910817 MULINIA LATERALIS                     3      1     0.33   0.58
VA91-380 910817 NASSARIUS TRIVITTATUS                 3     14     4.67   1.15
VA91-380 910817 NEMERTINEA                            3      2     0.67   0.58
VA91-380 910817 NEPHTYIDAE                            3     62    20.67   9.07
VA91-380 910817 NEPHTYS INCISA                        3     87    29.00   7.00
VA91-380 910817 NUCULA ANNULATA                       3    610   203.33  54.28
VA91-380 910817 OLIGOCHAETA                           3    168    56.00   6.00
VA91-380 910817 PAGURUS LONGICARPUS                   3      1     0.33   0.58
VA91-380 910817 PANDORA GOULDIANA                     3      3     1.00   1.00
VA91-380 910817 PECTINARIA GOULDII                    3      6     2.00   1.00
VA91-380 910817 PHERUSA AFFINIS                       3      8     2.67   3.79
VA91-380 910817 PHORONIS SPP.                         3      2     0.67   1.15
VA91-380 910817 PILARGIDAE                            3      1     0.33   0.58
VA91-380 910817 PINNIXA CHAETOPTERANA                 3      2     0.67   1.15
VA91-380 910817 PITAR MORRHUANUS                      3      5     1.67   2.89
VA91-380 910817 PODARKEOPSIS LEVIFUSCINA              3      4     1.33   1.53
VA91-380 910817 POLYDORA CORNUTA                      3      3     1.00   1.00
VA91-380 910817 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA91-380 910817 SIGAMBRA TENTACULATA                  3    118    39.33   6.43
VA91-380 910817 TELLINA AGILIS                        3     44    14.67  25.40
VA91-380 910817 THARYX ACUTUS                         3      5     1.67   2.08
VA91-380 910817 THARYX SP. A MORRIS                   3      7     2.33   2.52
VA91-380 910817 TURBELLARIA                           3      5     1.67   2.08
VA91-380 910817 TURBONILLA INTERRUPTA                 3      5     1.67   1.53
VA91-382 910815 AMPHARETIDAE                          3      1     0.33   0.58
VA91-382 910815 ANOPLODACTYLUS PETIOLATUS             3      4     1.33   2.31
VA91-382 910815 ARABELLIDAE                           3      1     0.33   0.58
VA91-382 910815 ASTARTE                               3      1     0.33   0.58
VA91-382 910815 ASYCHIS ELONGATA                      3      1     0.33   0.58
VA91-382 910815 Ampelisca abdita-vadorum complex      3     10     3.33   1.53
VA91-382 910815 BATEA CATHARINENSIS                   3      3     1.00   1.73
VA91-382 910815 BOCCARDIELLA HAMATA                   3      1     0.33   0.58
VA91-382 910815 CABIRA INCERTA                        3      1     0.33   0.58
VA91-382 910815 CAPITELLIDAE                          3      2     0.67   1.15
VA91-382 910815 CARAZZIELLA HOBSONAE                  3     15     5.00   2.65
VA91-382 910815 COSSURA SOYERI                        3     13     4.33   3.79
VA91-382 910815 Caecum regulare                       3      1     0.33   0.58
VA91-382 910815 EOBROLGUS SPINOSUS                    3      3     1.00   1.73
VA91-382 910815 ERICTHONIUS BRASILIENSIS              3      2     0.67   1.15
VA91-382 910815 EUMIDA SANGUINEA                      3      9     3.00   3.61
VA91-382 910815 EXOGONE DISPAR                        3      7     2.33   2.31
VA91-382 910815 GLYCERA AMERICANA                     3      4     1.33   1.53
VA91-382 910815 GLYCERA DIBRANCHIATA                  3      4     1.33   2.31
VA91-382 910815 GLYCERA SPP.                          3      3     1.00   1.00
VA91-382 910815 GLYCINDE SOLITARIA                    3      4     1.33   1.15
VA91-382 910815 HETEROMASTUS FILIFORMIS               3      3     1.00   1.73
VA91-382 910815 HETEROMYSIS FORMOSA                   3     12     4.00   3.46
VA91-382 910815 HEXAPANOPEUS ANGUSTIFRONS             3      1     0.33   0.58
VA91-382 910815 LEMBOS SMITHI                         3      3     1.00   1.73
VA91-382 910815 LOIMIA MEDUSA                         3     10     3.33   3.21
VA91-382 910815 MACOMA TENTA                          3     32    10.67   3.06
VA91-382 910815 MALDANIDAE                            3     31    10.33   4.04
VA91-382 910815 MARPHYSA SANGUINEA                    3      1     0.33   0.58
VA91-382 910815 MEDIOMASTUS AMBISETA                  3    732   244.00  71.08
VA91-382 910815 MICROPHTHALMUS SCZELKOWII             3      3     1.00   1.00
VA91-382 910815 MULINIA LATERALIS                     3    129    43.00   9.17
VA91-382 910815 MYSIDOPSIS BIGELOWI                   3      1     0.33   0.58
VA91-382 910815 Monticellina baptisteae               3      8     2.67   0.58
VA91-382 910815 NEMERTINEA                            3     47    15.67  12.66
VA91-382 910815 NOTOMASTUS SP. A EWING                3     32    10.67   3.21
VA91-382 910815 NUCULA ANNULATA                       3    167    55.67   9.07
VA91-382 910815 ODOSTOMIA SPP.                        3     10     3.33   4.04
VA91-382 910815 OLIGOCHAETA                           3     60    20.00  13.75
VA91-382 910815 PARACAPRELLA TENUIS                   3      1     0.33   0.58
VA91-382 910815 PARAPRIONOSPIO PINNATA                3     71    23.67   2.31
VA91-382 910815 PECTINARIA GOULDII                    3      9     3.00   1.73
VA91-382 910815 PINNIXA SPP.                          3      3     1.00   1.73
VA91-382 910815 PODARKE OBSCURA                       3      1     0.33   0.58
VA91-382 910815 PODARKEOPSIS LEVIFUSCINA              3      3     1.00   0.00
VA91-382 910815 POLYDORA SOCIALIS                     3      8     2.67   3.79
VA91-382 910815 POLYNOIDAE                            3      1     0.33   0.58
VA91-382 910815 SABELLIDAE                            3     38    12.67  20.23
VA91-382 910815 SCOLOPLOS RUBRA                       3      1     0.33   0.58
VA91-382 910815 SPIOCHAETOPTERUS COSTARUM             3      3     1.00   1.00
VA91-382 910815 STREBLOSPIO BENEDICTI                 3      4     1.33   0.58
VA91-382 910815 TELLINA AGILIS                        3      1     0.33   0.58
VA91-382 910815 XANTHIDAE                             3     24     8.00   6.08
VA91-384 910827 CYATHURA POLITA                       3     17     5.67   3.79
VA91-384 910827 EDOTEA TRILOBA                        3      1     0.33   0.58
VA91-384 910827 GAMMARUS DAIBERI                      3      1     0.33   0.58
VA91-384 910827 HETEROMASTUS FILIFORMIS               3     45    15.00   1.73
VA91-384 910827 LEUCON AMERICANUS                     3     59    19.67  17.01
VA91-384 910827 LITTORIDINOPS TENUIPES                3      1     0.33   0.58
VA91-384 910827 MACOMA BALTHICA                       3     28     9.33   1.53
VA91-384 910827 MARENZELLERIA VIRIDIS                 3      7     2.33   3.21
VA91-384 910827 MONOCULODES SP. 1 WATLING             3      2     0.67   1.15
VA91-384 910827 MULINIA LATERALIS                     3      2     0.67   0.58
VA91-384 910827 NEMERTINEA                            3     39    13.00   3.61
VA91-384 910827 OLIGOCHAETA                           3    181    60.33  30.62
VA91-384 910827 STREBLOSPIO BENEDICTI                 3      8     2.67   3.79
VA91-385 910822 ACTEOCINA CANALICULATA                3     22     7.33   6.11
VA91-385 910822 COSSURA SOYERI                        3      3     1.00   1.00
VA91-385 910822 FLABELLIGERIDAE                       3      1     0.33   0.58
VA91-385 910822 GAMMARUS SPP.                         3      1     0.33   0.58
VA91-385 910822 HUTCHINSONIELLA MACRACANTHA           3      1     0.33   0.58
VA91-385 910822 MACOMA TENTA                          3      3     1.00   1.00
VA91-385 910822 MELINNA MACULATA                      3      2     0.67   1.15
VA91-385 910822 MULINIA LATERALIS                     3      4     1.33   1.15
VA91-385 910822 NEMERTINEA                            3      3     1.00   1.00
VA91-385 910822 NEPHTYIDAE                            3     41    13.67   5.13
VA91-385 910822 NEPHTYS INCISA                        3    110    36.67   5.69
VA91-385 910822 NUCULA ANNULATA                       3    600   200.00   4.36
VA91-385 910822 OLIGOCHAETA                           3      2     0.67   0.58
VA91-385 910822 PHORONIS SPP.                         3      3     1.00   1.00
VA91-385 910822 SIGAMBRA TENTACULATA                  3     34    11.33   5.77
VA91-385 910822 SPIOCHAETOPTERUS COSTARUM             3      2     0.67   1.15
VA91-385 910822 YOLDIA LIMATULA                       3      7     2.33   1.53
VA91-386 910806 AMPHARETE ARCTICA                     3    114    38.00  15.00
VA91-386 910806 AMPHARETIDAE                          3     32    10.67  10.07
VA91-386 910806 ANCISTROSYLLIS HARTMANAE              3     72    24.00   4.00
VA91-386 910806 ARICIDEA CATHERINAE                   3     75    25.00   4.36
VA91-386 910806 ASTEROIDEA                            3      1     0.33   0.58
VA91-386 910806 Ampelisca abdita-vadorum complex      3      3     1.00   1.00
VA91-386 910806 CABIRA INCERTA                        3      4     1.33   1.53
VA91-386 910806 CANCER                                3      1     0.33   0.58
VA91-386 910806 CIRRATULIDAE                          3     83    27.67   4.93
VA91-386 910806 CIRROPHORUS SP. A MORRIS              3      3     1.00   1.00
VA91-386 910806 CYCLOCARDIA BOREALIS                  3      1     0.33   0.58
VA91-386 910806 GLYCERA AMERICANA                     3      4     1.33   0.58
VA91-386 910806 LOIMIA MEDUSA                         3      2     0.67   0.58
VA91-386 910806 LUMBRINERIS ACICULARUM                3      2     0.67   0.58
VA91-386 910806 LYONSIA HYALINA                       3      1     0.33   0.58
VA91-386 910806 MACROCLYMENE ZONALIS                  3      3     1.00   1.73
VA91-386 910806 MALDANIDAE                            3     50    16.67   4.62
VA91-386 910806 MEDIOMASTUS AMBISETA                  3     18     6.00   5.20
VA91-386 910806 MICROPHTHALMUS                        3      1     0.33   0.58
VA91-386 910806 MICROPHTHALMUS SCZELKOWII             3      2     0.67   1.15
VA91-386 910806 NASSARIUS TRIVITTATUS                 3     36    12.00   5.57
VA91-386 910806 NEMERTINEA                            3      5     1.67   1.15
VA91-386 910806 NEPHTYIDAE                            3      2     0.67   0.58
VA91-386 910806 NUCULA ANNULATA                       3      3     1.00   0.00
VA91-386 910806 OLIGOCHAETA                           3     27     9.00   3.61
VA91-386 910806 OWENIIDAE                             3      4     1.33   2.31
VA91-386 910806 PAGURUS POLLICARIS                    3      1     0.33   0.58
VA91-386 910806 PHERUSA AFFINIS                       3      1     0.33   0.58
VA91-386 910806 PHORONIS SPP.                         3     20     6.67   1.53
VA91-386 910806 PHYLLODOCE ARENAE                     3      2     0.67   0.58
VA91-386 910806 PINNIXA CHAETOPTERANA                 3      1     0.33   0.58
VA91-386 910806 POLYCIRRUS EXIMIUS                    3      4     1.33   0.58
VA91-386 910806 POLYCIRRUS SPP.                       3      1     0.33   0.58
VA91-386 910806 POLYDORA CORNUTA                      3      1     0.33   0.58
VA91-386 910806 POLYDORA SOCIALIS                     3      1     0.33   0.58
VA91-386 910806 POLYGORDIUS SPP.                      3    349   116.33  39.32
VA91-386 910806 POLYNOIDAE                            3      4     1.33   1.15
VA91-386 910806 Pagurus spp.                          3      3     1.00   1.00
VA91-386 910806 SABELLARIA VULGARIS                   3      3     1.00   1.73
VA91-386 910806 SCALIBREGMA INFLATUM                  3    269    89.67   4.73
VA91-386 910806 SIPUNCULA                             3      1     0.33   0.58
VA91-386 910806 SPIOCHAETOPTERUS COSTARUM             3      2     0.67   0.58
VA91-386 910806 SPIOPHANES BOMBYX                     3     10     3.33   1.53
VA91-386 910806 STREBLOSPIO BENEDICTI                 3      4     1.33   0.58
VA91-386 910806 TELLINA AGILIS                        3     31    10.33   3.06
VA91-386 910806 THARYX SP. A MORRIS                   3     38    12.67   4.04
VA91-386 910806 TURBONILLA INTERRUPTA                 3      3     1.00   1.00
VA91-386 910806 UNCIOLA                               3      1     0.33   0.58
VA91-386 910806 UNCIOLA IRRORATA                      3      5     1.67   1.53
VA91-387 910805 ACTEOCINA CANALICULATA                3      2     0.67   1.15
VA91-387 910805 AMPHARETE ARCTICA                     3      3     1.00   1.73
VA91-387 910805 AMPHARETIDAE                          3      1     0.33   0.58
VA91-387 910805 ANADARA TRANSVERSA                    3      1     0.33   0.58
VA91-387 910805 ANTHOZOA                              3      2     0.67   1.15
VA91-387 910805 Ampelisca abdita-vadorum complex      3      2     0.67   1.15
VA91-387 910805 CERIANTHEOPSIS AMERICANUS             3     14     4.67   2.52
VA91-387 910805 CRANGON SEPTEMSPINOSA                 3      1     0.33   0.58
VA91-387 910805 FARGOA GIBBOSA                        3     10     3.33   3.51
VA91-387 910805 GASTROPODA: OTHER                     3      1     0.33   0.58
VA91-387 910805 LEVINSENIA GRACILIS                   3     46    15.33   6.51
VA91-387 910805 MACOMA TENTA                          3      7     2.33   1.53
VA91-387 910805 MALDANIDAE                            3      6     2.00   1.73
VA91-387 910805 MELINNA MACULATA                      3     10     3.33   0.58
VA91-387 910805 MULINIA LATERALIS                     3      8     2.67   3.06
VA91-387 910805 MYTILIDAE                             3      1     0.33   0.58
VA91-387 910805 NASSARIUS TRIVITTATUS                 3      6     2.00   2.65
VA91-387 910805 NEMERTINEA                            3      1     0.33   0.58
VA91-387 910805 NEPHTYIDAE                            3      6     2.00   2.65
VA91-387 910805 NEPHTYS INCISA                        3     12     4.00   4.36
VA91-387 910805 NUCULA ANNULATA                       3     81    27.00  17.09
VA91-387 910805 ODOSTOMIA SPP.                        3     23     7.67  13.28
VA91-387 910805 OLIGOCHAETA                           3      1     0.33   0.58
VA91-387 910805 OWENIIDAE                             3      1     0.33   0.58
VA91-387 910805 OXYUROSTYLIS SMITHI                   3      2     0.67   1.15
VA91-387 910805 PANDORA                               3      1     0.33   0.58
VA91-387 910805 PANDORA GOULDIANA                     3      1     0.33   0.58
VA91-387 910805 PHERUSA AFFINIS                       3     27     9.00   7.21
VA91-387 910805 PHORONIS SPP.                         3     15     5.00   3.00
VA91-387 910805 PITAR MORRHUANUS                      3      6     2.00   1.00
VA91-387 910805 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
VA91-387 910805 SPIOCHAETOPTERUS COSTARUM             3      5     1.67   1.53
VA91-387 910805 STREBLOSPIO BENEDICTI                 3      2     0.67   0.58
VA91-387 910805 TURBONILLA INTERRUPTA                 3      3     1.00   1.00
VA91-387 910805 TURBONILLA SPP.                       3      3     1.00   1.73
VA91-387 910805 YOLDIA LIMATULA                       3      1     0.33   0.58
VA91-388 910805 ACTEON PUNCTOSTRIATUS                 3      3     1.00   1.00
VA91-388 910805 AMPELISCA SPP.                        3      3     1.00   1.73
VA91-388 910805 AMPELISCA VERRILLI                    3     46    15.33  11.15
VA91-388 910805 AMPHARETE ARCTICA                     3    158    52.67  20.84
VA91-388 910805 AMPHARETIDAE                          3      1     0.33   0.58
VA91-388 910805 ANADARA TRANSVERSA                    3      2     0.67   0.58
VA91-388 910805 ANCISTROSYLLIS HARTMANAE              3     13     4.33   4.16
VA91-388 910805 ANTHOZOA                              3      1     0.33   0.58
VA91-388 910805 ARABELLIDAE                           3      1     0.33   0.58
VA91-388 910805 ASTEROIDEA                            3      1     0.33   0.58
VA91-388 910805 ASTYRIS LUNATA                        3     16     5.33   9.24
VA91-388 910805 ASYCHIS ELONGATA                      3      1     0.33   0.58
VA91-388 910805 Ampelisca abdita-vadorum complex      3    616   205.33  57.06
VA91-388 910805 CABIRA INCERTA                        3     49    16.33   1.53
VA91-388 910805 CERAPUS TUBULARIS                     3      2     0.67   1.15
VA91-388 910805 CHAETOPTERUS VARIOPEDATUS             3      1     0.33   0.58
VA91-388 910805 CIRRATULIDAE                          3      2     0.67   1.15
VA91-388 910805 CIRROPHORUS SP. A MORRIS              3      1     0.33   0.58
VA91-388 910805 COROPHIUM SPP.                        3      3     1.00   1.00
VA91-388 910805 CRANGON SEPTEMSPINOSA                 3      2     0.67   1.15
VA91-388 910805 CREPIDULA SPP.                        3      4     1.33   1.53
VA91-388 910805 ERICTHONIUS BRASILIENSIS              3      6     2.00   3.46
VA91-388 910805 GASTROPODA: OTHER                     3      1     0.33   0.58
VA91-388 910805 GLYCERA AMERICANA                     3      1     0.33   0.58
VA91-388 910805 HEXAPANOPEUS ANGUSTIFRONS             3      1     0.33   0.58
VA91-388 910805 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
