PUBLICATION_DATE,TAXA_ID,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,STUDY,PSTL_CODE,NCCA_REG,INDEX_AP,INDEX_NCCA15,IS_DISTINCT,TOTAL,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
4/27/2021,1943,170844,NCCA15-2388,1,2015,1-Jul-15,Estuarine,FL,Gulf,,Y,Y,2,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,182915,NCCA15-1636,2,2015,17-Sep-15,Estuarine,NY,Northeast,,N,Y,8,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,173142,NCCA15-2391,1,2015,20-Jul-15,Estuarine,FL,Gulf,,Y,Y,9,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,172152,NCCA15-1101,1,2015,13-Jul-15,Estuarine,CA,West,,Y,Y,17,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,172847,NCCA15-2614,1,2015,16-Jul-15,Estuarine,CA,West,,Y,Y,53,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,177214,NCCA15-1636,1,2015,19-Aug-15,Estuarine,NY,Northeast,,Y,Y,1,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,169655,NCCA15-2378,1,2015,23-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,167890,NCCA15-1657,1,2015,9-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,172152,NCCA15-1101,1,2015,13-Jul-15,Estuarine,CA,West,,Y,Y,5,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,177524,NCCA15-1288,1,2015,20-Aug-15,Estuarine,WA,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,170937,NCCA15-2627,1,2015,2-Jul-15,Estuarine,CA,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,172848,NCCA15-2622,1,2015,16-Jul-15,Estuarine,CA,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000026,NCCA15-1234,1,2015,17-Jun-15,Estuarine,OR,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,176563,NCCA15-1251,1,2015,12-Aug-15,Estuarine,OR,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,170710,NCCA15-1089,1,2015,30-Jun-15,Estuarine,CA,West,,Y,Y,3,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000118,NCCA15-2699,1,2015,4-Aug-15,Estuarine,WA,West,,Y,Y,12,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,170934,NCCA15-2616,1,2015,2-Jul-15,Estuarine,CA,West,,Y,Y,4,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,170931,NCCA15-1094,1,2015,2-Jul-15,Estuarine,CA,West,,Y,Y,7,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,182224,NCCA15-1256,2,2015,15-Sep-15,Estuarine,OR,West,,N,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000116,NCCA15-1279,1,2015,2-Aug-15,Estuarine,WA,West,,Y,Y,3,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000112,NCCA15-2693,1,2015,30-Jul-15,Estuarine,WA,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000100,NCCA15-1286,1,2015,28-Jul-15,Estuarine,WA,West,,Y,Y,2,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,175934,NCCA15-1099,1,2015,7-Aug-15,Estuarine,CA,West,,Y,Y,6,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,177802,NCCA15-1277,2,2015,22-Aug-15,Estuarine,WA,West,,N,Y,3,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,1000088,NCCA15-2704,1,2015,23-Jul-15,Estuarine,WA,West,,Y,Y,2,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,180022,NCCA15-1125,1,2015,1-Sep-15,Estuarine,CA,West,,Y,Y,1,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,185012,NCCA15-2494,1,2015,25-Sep-15,Estuarine,MS,Gulf,,Y,Y,2,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,176224,NCCA15-1669,1,2015,10-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,185050,NCCA15-2432,1,2015,27-Sep-15,Estuarine,MS,Gulf,,Y,Y,2,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,176493,NCCA15-2334,1,2015,11-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,174146,NCCA15-2536,1,2015,27-Jul-15,Estuarine,TX,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,174411,NCCA15-1303,1,2015,29-Jul-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,175740,NCCA15-1683,1,2015,5-Aug-15,Estuarine,FL,Gulf,,Y,Y,3,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,177011,NCCA15-2354,1,2015,17-Aug-15,Estuarine,FL,Gulf,,Y,Y,3,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,175741,NCCA15-1667,1,2015,5-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,175937,NCCA15-2333,1,2015,6-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,175882,NCCA15-1665,1,2015,7-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,175230,NCCA15-1647,1,2015,3-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,1000111,NCCA15-1575,1,2015,29-Jul-15,Estuarine,NY,Northeast,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,178322,NCCA15-2207,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,8,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,167892,NCCA15-2342,1,2015,8-Jun-15,Estuarine,FL,Gulf,,Y,Y,8,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,176252,NCCA15-2408,1,2015,11-Aug-15,Estuarine,AL,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,173631,NCCA15-1308,2,2015,22-Jul-15,Estuarine,FL,Gulf,,N,Y,5,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,167303,NCCA15-2369,1,2015,2-Jun-15,Estuarine,FL,Gulf,,Y,Y,14,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,178320,NCCA15-1515,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,4,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,173236,NCCA15-1439,1,2015,21-Jul-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,173630,NCCA15-1309,1,2015,22-Jul-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,167820,NCCA15-1356,1,2015,8-Jun-15,Estuarine,MS,Gulf,,Y,Y,5,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,174685,NCCA15-2538,1,2015,30-Jul-15,Estuarine,TX,Gulf,,Y,Y,2,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,175911,NCCA15-2491,1,2015,6-Aug-15,Estuarine,LA,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,170843,NCCA15-2387,1,2015,1-Jul-15,Estuarine,FL,Gulf,,Y,Y,15,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,168320,NCCA15-1659,1,2015,10-Jun-15,Estuarine,FL,Gulf,,Y,Y,12,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,176251,NCCA15-1422,1,2015,11-Aug-15,Estuarine,AL,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,176103,NCCA15-2414,1,2015,10-Aug-15,Estuarine,AL,Gulf,,Y,Y,3,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,167891,NCCA15-1660,1,2015,8-Jun-15,Estuarine,FL,Gulf,,Y,Y,7,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,1000086,NCCA15-1568,1,2015,21-Jul-15,Estuarine,CT,Northeast,,Y,Y,4,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,171771,NCCA15-1443,1,2015,10-Jul-15,Estuarine,FL,Gulf,,Y,Y,6,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,172410,NCCA15-1375,1,2015,15-Jul-15,Estuarine,TX,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,174504,NCCA15-2499,1,2015,28-Jul-15,Estuarine,LA,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,187990,NCCA15-2269,1,2015,14-Oct-15,Albemarle_Pamlico,NC,Southeast,Y,,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,174473,NCCA15-2367,1,2015,27-Jul-15,Estuarine,FL,Gulf,,Y,Y,6,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,174684,NCCA15-2533,1,2015,30-Jul-15,Estuarine,TX,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,173815,MACA15-3023,1,2015,24-Jul-15,Estuarine,MA,Northeast,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,172953,NCCA15-2392,1,2015,17-Jul-15,Estuarine,FL,Gulf,,Y,Y,4,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,177803,NCCA15-1666,1,2015,23-Aug-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,174501,NCCA15-1353,1,2015,28-Jul-15,Estuarine,LA,Gulf,,Y,Y,3,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,178321,NCCA15-2193,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,171182,NCCA15-2532,1,2015,7-Jul-15,Estuarine,TX,Gulf,,Y,Y,2,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,175642,NCCA15-2112,1,2015,3-Aug-15,Estuarine,NY,Northeast,,Y,Y,1,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,168322,NCCA15-2344,1,2015,10-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,169654,NCCA15-1302,1,2015,22-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,173222,NCCA15-2370,1,2015,21-Jul-15,Estuarine,FL,Gulf,,Y,Y,12,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,171181,NCCA15-1377,1,2015,7-Jul-15,Estuarine,TX,Gulf,,Y,Y,2,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,173342,NCCA15-1677,1,2015,22-Jul-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176355,NCCA15-2247,1,2015,12-Aug-15,Estuarine,NC,Southeast,Y,Y,Y,2,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,168320,NCCA15-1659,1,2015,10-Jun-15,Estuarine,FL,Gulf,,Y,Y,32,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176652,NCCA15-1150,1,2015,13-Aug-15,Estuarine,NC,Southeast,Y,Y,Y,4,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,175329,NCCA15-2498,1,2015,3-Aug-15,Estuarine,LA,Gulf,,Y,Y,7,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,174500,NCCA15-1351,1,2015,28-Jul-15,Estuarine,LA,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,173914,NCCA15-1425,1,2015,27-Jul-15,Estuarine,AL,Gulf,,Y,Y,2,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,178910,NCCA15-2161,1,2015,27-Aug-15,Estuarine,NJ,Northeast,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,168321,NCCA15-2343,1,2015,11-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,174503,NCCA15-2466,1,2015,29-Jul-15,Estuarine,LA,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176912,NCCA15-1214,1,2015,17-Aug-15,Estuarine,SC,Southeast,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,167500,NCCA15-2372,1,2015,4-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176470,NCCA15-1501,1,2015,16-Sep-15,Estuarine,VA,Northeast,,Y,Y,6,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,175934,NCCA15-1099,1,2015,7-Aug-15,Estuarine,CA,West,,Y,Y,58,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176251,NCCA15-1422,1,2015,11-Aug-15,Estuarine,AL,Gulf,,Y,Y,11,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176252,NCCA15-2408,1,2015,11-Aug-15,Estuarine,AL,Gulf,,Y,Y,36,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,187500,NCCA15-2276,1,2015,9-Oct-15,Albemarle_Pamlico,NC,Southeast,Y,,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,170844,NCCA15-2388,1,2015,1-Jul-15,Estuarine,FL,Gulf,,Y,Y,5,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,170110,NCCA15-1438,1,2015,25-Jun-15,Estuarine,FL,Gulf,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,170933,NCCA15-2612,1,2015,1-Jul-15,Estuarine,CA,West,,Y,Y,2,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,176103,NCCA15-2414,1,2015,10-Aug-15,Estuarine,AL,Gulf,,Y,Y,5,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,177053,NCCA15-2246,1,2015,18-Aug-15,Estuarine,NC,Southeast,Y,Y,Y,2,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,178321,NCCA15-2193,1,2015,10-Aug-15,Estuarine,VA,Northeast,,Y,Y,1,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,177326,NCCA15-2703,1,2015,19-Aug-15,Estuarine,WA,West,,Y,Y,20,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,168830,NCCA15-1015,1,2015,16-Jun-15,Estuarine,ME,Northeast,,Y,Y,5,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000058,NCCA15-2701,1,2015,29-Jun-15,Estuarine,WA,West,,Y,Y,15,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,167890,NCCA15-1657,1,2015,9-Jun-15,Estuarine,FL,Gulf,,Y,Y,7,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000120,NCCA15-2707,1,2015,5-Aug-15,Estuarine,WA,West,,Y,Y,4,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000067,NCCA15-1280,1,2015,9-Jul-15,Estuarine,WA,West,,Y,Y,6,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,172848,NCCA15-2622,1,2015,16-Jul-15,Estuarine,CA,West,,Y,Y,8,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,171883,NCCA15-1283,1,2015,12-Jul-15,Estuarine,WA,West,,Y,Y,46,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,175934,NCCA15-1099,1,2015,7-Aug-15,Estuarine,CA,West,,Y,Y,5,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000025,MACA15-3002,1,2015,17-Jun-15,Estuarine,MA,Northeast,,Y,Y,12,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,175412,NCCA15-2056,1,2015,4-Aug-15,Estuarine,ME,Northeast,,Y,Y,52,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,170934,NCCA15-2616,1,2015,2-Jul-15,Estuarine,CA,West,,Y,Y,1,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,171884,NCCA15-2706,1,2015,10-Jul-15,Estuarine,WA,West,,Y,Y,1,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,177802,NCCA15-1277,2,2015,22-Aug-15,Estuarine,WA,West,,N,Y,4,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000135,NCCA15-1278,2,2015,17-Aug-15,Estuarine,WA,West,,N,Y,2,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000116,NCCA15-1279,1,2015,2-Aug-15,Estuarine,WA,West,,Y,Y,2,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,168320,NCCA15-1659,1,2015,10-Jun-15,Estuarine,FL,Gulf,,Y,Y,7,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,175044,MACA15-3076,1,2015,7-Aug-15,Estuarine,MA,Northeast,,Y,Y,6,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,175935,NCCA15-1648,1,2015,6-Aug-15,Estuarine,FL,Gulf,,Y,Y,6,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000100,NCCA15-1286,1,2015,28-Jul-15,Estuarine,WA,West,,Y,Y,1,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000118,NCCA15-2699,1,2015,4-Aug-15,Estuarine,WA,West,,Y,Y,4,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,170711,NCCA15-1090,1,2015,30-Jun-15,Estuarine,CA,West,,Y,Y,1,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,1000138,NCCA15-2709,1,2015,18-Aug-15,Estuarine,WA,West,,Y,Y,14,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
