PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,FINAL_GRAB_AREA,GRAB_DEPTH,GRAB_TYPE,GRABS,SIEVE_SIZE,NOT_COLLECTED,SALINITY,BENT_COMMENT,SHIP_COMMENT
8/23/2024,2011968,NGL_OH-10012,NGL20_OH-10011,1,8/12/2020,OH,GREAT_LAKES,0.052,14,STANDARD_PONAR,1,,,,,
8/23/2024,2011969,NCA_SC-10313,NCA20_SC-10113,1,7/21/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,31.26,,
8/23/2024,2011970,NCA_SC-10303,NCA20_SC-10103,1,7/21/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,30.95,Shell hash below surface of grab sample. Per Andrew Tweel SCDNR,
8/23/2024,2011971,NCA_SC-10310,NCA20_SC-10110,1,7/21/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,1.61,,
8/23/2024,2011972,NCA_LA-10267,NCA20_LA-10061,1,7/21/2020,LA,MARINE,0.04,10.5,OTHER: EKMAN,2,,,10.66,Made several attempts within 500 m. Heavy organic/detritus material in all grabs.,
8/23/2024,2011974,NGL_NY-10014,NGL20_NY-10035,1,7/21/2020,NY,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,,
8/23/2024,2011975,NGL_NY-10130,NGL20_NY-10057,1,7/21/2020,NY,GREAT_LAKES,,,,,,Y,,No sample collected due to rock bottom covered by zebra mussels.,
8/23/2024,2011976,NCA_LA-10203,NCA20_LA-10020,1,7/21/2020,LA,MARINE,0.04,7,OTHER: EKMAN,2,,,1.63,,
8/23/2024,2011977,NCA_LA-10239,NCA20_LA-10033,1,7/21/2020,LA,MARINE,0.04,7.5,OTHER: EKMAN,2,,,1.39,,
8/23/2024,2011985,NCA_CA-10233,NCA20_CA-10019,1,7/21/2020,CA,MARINE,0.1,7,VAN_VEEN,1,,,24.22,,
8/23/2024,2011988,NCA_ME-10205,NCA20_ME-10032,1,7/20/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,31.18,Sandy gravel and cobble within 37m. Sampled silty sediment 134m to west,Includes micro plastics
8/23/2024,2011989,NCA_ME-10182,NCA20_ME-10014,1,7/20/2020,ME,MARINE,,,,,,Y,31.21,Gravel bottom with some marine clay. Poor ponar penetration and recovery. No grabs with over 3cm of sediment within 500m. Only enough volume on many attempts to fill sediment jars and grain size. Could not sample to East. Within 60m of Canadian border.,
8/23/2024,2011990,NGL_MI-10007,NGL20_MI-10136,1,7/21/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011991,NGL_NY-10147,NGL20_NY-10074,1,7/22/2020,NY,GREAT_LAKES,,,,,,Y,,"3 Attempts in each zone, no successful grabs. Hard bottom.",
8/23/2024,2011992,NGL_MI-10535,NGL20_MI-10104,1,7/22/2020,MI,GREAT_LAKES,0.052,7.8,STANDARD_PONAR,1,,,,,
8/23/2024,2011993,NGL_NY-10146,NGL20_NY-10073,1,7/22/2020,NY,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2011994,NCA_VA-10211,NCA20_VA-10026,1,7/22/2020,VA,MARINE,0.023,7,OTHER: PETITE PONAR,1,,,33.13,,
8/23/2024,2011995,NCA_SC-10220,NCA20_SC-10010,1,7/22/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,14.77,,
8/23/2024,2011996,NCA_LA-10204,NCA20_LA-10021,1,7/22/2020,LA,MARINE,0.04,8,OTHER: EKMAN,2,,,6.34,,
8/23/2024,2011997,NCA_LA-10207,NCA20_LA-10023,1,7/22/2020,LA,MARINE,0.046,4.25,OTHER: PETITE PONAR,2,,,8.7,Unable to get a depth of 7cm for benthics using the Eckman or Petite Ponar in multiple locations.,
8/23/2024,2011998,NCA_LA-10221,NCA20_LA-10018,1,7/22/2020,LA,MARINE,0.04,9.5,OTHER: EKMAN,2,,,11.48,,
8/23/2024,2011999,NCA_LA-10275,NCA20_LA-10069,1,7/22/2020,LA,MARINE,0.046,9.75,OTHER: PETITE PONAR,2,,,17.75,Shell and oyster reef within 500m radius. Made severL attempts in each zone for grabs. Kept 2 grabs and rinsed off and removed large shells.,
8/23/2024,2012000,NCA_ME-10185,NCA20_ME-10017,1,7/21/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,31.62,,
8/23/2024,2012001,NCA_ME-10209,NCA20_ME-10036,1,7/21/2020,ME,MARINE,,,,,,Y,31.6,No soft sediment located within 500m. Multiple attempts in all directions over varied depths. Rocky coast with high current.,
8/23/2024,2012003,NCA_NH-10119,NCA20_NH-10005,1,7/21/2020,NH,MARINE,0.044,8,VAN_VEEN,1,,,30.15,,
8/23/2024,2012004,NCA_NH-10121,NCA20_NH-10007,2,7/22/2020,NH,MARINE,0.044,7,VAN_VEEN,1,,,24.68,,
8/23/2024,2012016,NGL_NY-10021,NGL20_NY-10042,1,7/23/2020,NY,GREAT_LAKES,,,,,,Y,,"Hard bottom. No successful grabs after 3 attempts in each zone. UVID showed zebra mussels shells and rocks. Several grabs came up with large rocks in ponar jaws, preventing closure",
8/23/2024,2012017,NCA_LA-10220,NCA20_LA-10017,1,7/23/2020,LA,MARINE,0.046,8,OTHER: PETITE PONAR,2,,,0.66,,
8/23/2024,2012018,NGL_MI-10540,NGL20_MI-10109,1,7/23/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012019,NGL_MI-10035,NGL20_MI-10091,1,7/24/2020,MI,GREAT_LAKES,,,,,,Y,,Searched throughout the 500 meter radius for sediment suitable for benthos and chemistry samples. No sediment collected. Rocky substrate through entire site,
8/23/2024,2012020,NCA_VA-10207,NCA20_VA-10022,1,7/23/2020,VA,MARINE,0.046,7.5,OTHER: PETITE PONAR,2,,,19.52,Samples collected for va state lab,Sample collected for va state lab
8/23/2024,2012025,NGL_MI-10544,NGL20_MI-10113,1,7/23/2020,MI,GREAT_LAKES,0.052,7.6,STANDARD_PONAR,1,,,,Rocks in first two zone attempts.,
8/23/2024,2012026,NCA_CA-10234,NCA20_CA-10001,1,7/22/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,31.71,,
8/23/2024,2012027,NCA_CA-10261,NCA20_CA-10039,1,7/22/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,31.08,,
8/23/2024,2012028,NCA_ME-10188,NCA20_ME-10018,1,7/22/2020,ME,MARINE,0.052,7,STANDARD_PONAR,1,,,31.02,,Includes microplastics
8/23/2024,2012029,NCA_ME-10208,NCA20_ME-10035,1,7/22/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,31.03,Rocky bottom and ledge within 300 m of sampling site. Collected sediment 305 m to south in 18m of water. Small piece of plastic in sediment when sieved.,Includes microplastics
8/23/2024,2012030,NGL_NY-10025,NGL20_NY-10046,1,7/23/2020,NY,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,No sample greater than 7 cm could be collected.,
8/23/2024,2012031,NGL_MI-10033,NGL20_MI-10089,1,7/24/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012034,NCA_ME-10171,NCA20_ME-10012,1,7/23/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,23.66,"Fine silts with high water content and organic content. Leaves, pine needles and sticks in grab with wideon grass.",Includes microplastics
8/23/2024,2012035,NCA_ME-10200,NCA20_ME-10027,1,7/23/2020,ME,MARINE,,,,,,Y,30.09,Sampled out to 500m in all directions. Site located in high current area between rock outcrops. Cobble and gravel with coralline algae in ponar. Some grabs with sugar kelp and sea colander.,
8/23/2024,2012037,NGL_OH-10070,NGL20_OH-10016,1,8/17/2020,OH,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,"Substrate is composed of shells and sand. No sediment could be collected at first 2 sites. Collected benthos at second site on third attempt at that site. Sediment was finally collected at third site at 41.55246, -82.91998.",
8/23/2024,2012038,NGL_MI-10534,NGL20_MI-10103,1,7/24/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012040,NGL_NY-10139,NGL20_NY-10066,1,7/26/2020,NY,GREAT_LAKES,,,,,,Y,,Hard bottom. No successful grabs after 3 attempts in each zone,
8/23/2024,2012041,NGL_NY-10027,NGL20_NY-10048,1,7/26/2020,NY,GREAT_LAKES,0.052,1,STANDARD_PONAR,1,,,,No grabs contained 7cm if sediment so next grab was utilized,
8/23/2024,2012046,NGL_MI-10525,NGL20_MI-10057,1,7/26/2020,MI,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,,
8/23/2024,2012047,NCA_ME-10186,NCA20_ME-10007,1,7/24/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,29.39,,Includes microplastics
8/23/2024,2012048,NCA_NY-10298,NCA20_NY-20080,1,7/27/2020,NY,MARINE,0.044,9,VAN_VEEN,1,,,27.36,,
8/23/2024,2012049,NGL_NY-10017,NGL20_NY-10038,1,7/27/2020,NY,GREAT_LAKES,0.052,1.5,STANDARD_PONAR,1,,,,No successful grabs that contained 7cm of sediment. Best grab collected for sample,
8/23/2024,2012051,NGL_MI-10539,NGL20_MI-10108,1,7/27/2020,MI,GREAT_LAKES,0.052,6.7,STANDARD_PONAR,1,,,,,
8/23/2024,2012052,NCA_VA-10206,NCA20_VA-10021,1,7/27/2020,VA,MARINE,0.046,8,OTHER: PETITE PONAR,2,,,0.04,,
8/23/2024,2012053,NCA_LA-10205,NCA20_LA-10022,1,7/27/2020,LA,MARINE,0.04,7.5,OTHER: EKMAN,2,,,3.69,,
8/23/2024,2012054,NCA_LA-10247,NCA20_LA-10041,1,7/27/2020,LA,MARINE,0.046,8.5,OTHER: PETITE PONAR,2,,,0.32,,
8/23/2024,2012055,NCA_CA-10192,NCA20_CA-10017,1,7/27/2020,CA,MARINE,0.1,7,VAN_VEEN,1,,,34.8,,
8/23/2024,2012056,NCA_CA-10266,NCA20_CA-10044,1,7/27/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,34.99,,
8/23/2024,2012057,NCA_CA-10196,NCA20_CA-10054,1,7/27/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,35.52,,
8/23/2024,2012078,NGL_MI-10059,NGL20_MI-10022,1,7/27/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012079,NGL_MI-10079,NGL20_MI-10041,1,7/27/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012080,NCA_AL-10156,NCA20_AL-10011,1,7/27/2020,AL,MARINE,0.052,15,STANDARD_PONAR,1,,,3.89,,
8/23/2024,2012081,NCA_SC-10322,NCA20_SC-10122,1,7/28/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,4.47,,
8/23/2024,2012082,NCA_SC-10302,NCA20_SC-10102,1,7/28/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,26.84,,
8/23/2024,2012083,NCA_SC-10237,NCA20_SC-10033,1,7/28/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,27.47,,
8/23/2024,2012086,NGL_MI-10536,NGL20_MI-10105,1,7/28/2020,MI,GREAT_LAKES,0.052,7.6,STANDARD_PONAR,1,,,,"Multiple attempts and looking through primary and secondary collection zone, all boulders and bed rock. Soft sand found towards shore approximately 30",
8/23/2024,2012088,NCA_VA-10194,NCA20_VA-10010,1,7/28/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,19.2,,
8/23/2024,2012089,NCA_GA-10158,NCA20_GA-10008,1,7/28/2020,GA,MARINE,0.046,5,OTHER: PETITE PONAR,2,,,27.07,,
8/23/2024,2012090,NCA_CA-10195,NCA20_CA-10053,1,7/28/2020,CA,MARINE,0.1,9,VAN_VEEN,1,,,34.7,,
8/23/2024,2012091,NCA_CA-10188,NCA20_CA-10014,1,7/28/2020,CA,MARINE,0.1,8,VAN_VEEN,1,,,34.84,,
8/23/2024,2012092,NCA_LA-10271,NCA20_LA-10065,1,7/28/2020,LA,MARINE,0.04,8,OTHER: EKMAN,2,,,10.54,,
8/23/2024,2012093,NGL_MI-10062,NGL20_MI-10025,1,7/28/2020,MI,GREAT_LAKES,,,,,,Y,,Attempted three locations within each zone to collect sediment. All substrate is large cobbles/boulders at this site.,
8/23/2024,2012094,NGL_MI-10061,NGL20_MI-10024,2,7/28/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012095,NGL_OH-10075,NGL20_OH-10021,1,7/28/2020,OH,GREAT_LAKES,,,,,,Y,,Sample was hard sand and shells.  Samples did not meet minimum depth requirements.,
8/23/2024,2012096,NCA_AL-10149,NCA20_AL-10004,1,7/29/2020,AL,MARINE,0.052,6,STANDARD_PONAR,1,,,1.33,,
8/23/2024,2012097,NCA_SC-10219,NCA20_SC-10009,1,7/29/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,26.08,,
8/23/2024,2012098,NGL_MI-10542,NGL20_MI-10111,1,7/29/2020,MI,GREAT_LAKES,,,,,,Y,,"No soft sediment. Attempted ponar collections in all cardinal directions from x-site in both secondary and tertiary zones, only algae and mussels from bedrock collected.",
8/23/2024,2012099,NCA_GA-10160,NCA20_GA-10010,1,7/29/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,25.6,,
8/23/2024,2012100,NCA_SC-10216,NCA20_SC-10006,1,7/29/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,30.44,,
8/23/2024,2012101,NCA_SC-10233,NCA20_SC-10005,1,7/29/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,29.81,,
8/23/2024,2012102,NCA_ME-10194,NCA20_ME-10021,1,7/28/2020,ME,MARINE,0.052,6,STANDARD_PONAR,1,,,29.24,Lost ponar pin on 7/28. Sampled sediment on 7/29. Sample labels dated 7/28.,Includes microplastics
8/23/2024,2012103,NCA_LA-10305,NCA20_LA-10129,1,7/29/2020,LA,MARINE,0.04,14.4,OTHER: EKMAN,2,,,2.77,,
8/23/2024,2012104,NCA_LA-10161,NCA20_LA-10102,1,7/29/2020,LA,MARINE,0.04,6.25,OTHER: EKMAN,2,,,4.01,Attempted to sample in multiple locations but unable to get a depth of 7cm for benthics. Shells are preventing sampler from closing.,
8/23/2024,2012105,NCA_CT-10203,NCA20_CT-10002,1,7/28/2020,CT,MARINE,0.044,9,VAN_VEEN,1,,,27.02,,
8/23/2024,2012106,NCA_WA-10195,NCA20_WA-10018,1,7/28/2020,WA,MARINE,0.052,9,STANDARD_PONAR,1,,,9.05,,
8/23/2024,2012107,NCA_WA-10268,NCA20_WA-10054,1,7/28/2020,WA,MARINE,0.052,6,STANDARD_PONAR,1,,,7.08,Sampled several locations all of which were fine packed sand. Deepest grab was 6mm.,
8/23/2024,2012108,NCA_LA-10170,NCA20_LA-10029,1,7/29/2020,LA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,1.14,,
8/23/2024,2012109,NCA_LA-10281,NCA20_LA-10075,1,7/29/2020,LA,MARINE,0.04,9,OTHER: EKMAN,2,,,1.04,,
8/23/2024,2012110,NCA_CA-10187,NCA20_CA-10013,1,7/29/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,34.04,,
8/23/2024,2012111,NCA_CA-10191,NCA20_CA-10016,1,7/29/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,35.72,,
8/23/2024,2012112,NGL_MI-10066,NGL20_MI-10028,1,7/29/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012113,NGL_MI-10522,NGL20_MI-10054,1,7/29/2020,MI,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012114,NGL_MI-10068,NGL20_MI-10030,1,7/29/2020,MI,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,,
8/23/2024,2012115,NCA_GA-10153,NCA20_GA-10003,1,7/29/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,21.67,,
8/23/2024,2012116,NCA_WA-10236,NCA20_WA-10007,1,7/29/2020,WA,MARINE,0.052,11.5,STANDARD_PONAR,1,,,27.6,,
8/23/2024,2012117,NCA_ME-10190,NCA20_ME-10009,1,7/28/2020,ME,MARINE,0.052,7,STANDARD_PONAR,1,,,29.13,,Includes microplastics
8/23/2024,2012118,NGL_OH-10005,NGL20_OH-10005,1,8/13/2020,OH,GREAT_LAKES,,,,,,Y,,"No sediment after 3 attempts. Made additional attempts out to extent of tertiary zone 41.63670, -83.16742, unable to retrieve any sediment despite 6 attempts.",
8/23/2024,2012119,NCA_CT-10291,NCA20_CT-20076,1,7/29/2020,CT,MARINE,0.044,9.5,VAN_VEEN,1,,,27.35,,
8/23/2024,2012120,NCA_LA-10174,NCA20_LA-10015,1,7/30/2020,LA,MARINE,0.04,8.5,OTHER: EKMAN,2,,,26.44,,
8/23/2024,2012121,NCA_NY-10158,NCA20_NY-10001,1,7/29/2020,NY,MARINE,0.044,9,VAN_VEEN,1,,,26.51,,
8/23/2024,2012122,NCA_NY-10301,NCA20_NY-20083,1,7/29/2020,NY,MARINE,0.044,9.5,VAN_VEEN,1,,,26.93,,
8/23/2024,2012123,NCA_AL-10152,NCA20_AL-10007,1,7/30/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,4.33,,
8/23/2024,2012124,NCA_AL-10155,NCA20_AL-10010,1,7/30/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,7.51,,
8/23/2024,2012125,NGL_NY-10013,NGL20_NY-10034,1,7/30/2020,NY,GREAT_LAKES,0.052,9.7,STANDARD_PONAR,1,,,,,
8/23/2024,2012129,NCA_ME-10207,NCA20_ME-10034,1,8/7/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,26.71,Very fine silts.,Includes microplastics
8/23/2024,2012130,NGL_MI-10058,NGL20_MI-10021,1,7/30/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012131,NCA_NH-10127,NCA20_NH-10013,1,7/30/2020,NH,MARINE,0.044,7.5,VAN_VEEN,1,,,29.31,,Plus microplastics
8/23/2024,2012132,NCA_AL-10146,NCA20_AL-10001,1,7/31/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,15.29,,
8/23/2024,2012133,NCA_AL-10147,NCA20_AL-10003,1,7/31/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,17.93,,
8/23/2024,2012134,NGL_MI-10518,NGL20_MI-10050,1,7/31/2020,MI,GREAT_LAKES,,,,,,Y,,Unable to successfully collect sediment due to the rocky substrate and presence of zebra mussels.,
8/23/2024,2012135,NGL_MI-10031,NGL20_MI-10088,1,7/30/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,"One ""lucky"" grab resulted in sediment to collect benthos.",
8/23/2024,2012136,NGL_MI-10041,NGL20_MI-10097,1,7/30/2020,MI,GREAT_LAKES,,,,,,Y,,Attempted 12 drops within the three sampling areas. Could not collect sediment due to macrophytes and quagga mussels.,
8/23/2024,2012137,NGL_OH-10067,NGL20_OH-10013,1,9/14/2020,OH,GREAT_LAKES,0.052,13,STANDARD_PONAR,1,,,,,
8/23/2024,2012138,NCA_CA-10273,NCA20_CA-10051,1,7/30/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,33.98,,
8/23/2024,2012139,NCA_CA-10189,NCA20_CA-10015,1,7/30/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,34.12,,
8/23/2024,2012140,NCA_CA-10193,NCA20_CA-10018,1,7/30/2020,CA,MARINE,0.1,9,VAN_VEEN,1,,,34.12,,
8/23/2024,2012141,NCA_CA-10271,NCA20_CA-10049,1,7/31/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,34.06,,
8/23/2024,2012144,NCA_WA-10265,NCA20_WA-10051,1,7/31/2020,WA,MARINE,0.052,12.3,STANDARD_PONAR,1,,,29.5,,
8/23/2024,2012145,NCA_WA-10259,NCA20_WA-40028,1,7/30/2020,WA,MARINE,0.052,13.5,STANDARD_PONAR,1,,,29.3,,
8/23/2024,2012146,NCA_WA-10198,NCA20_WA-10020,1,7/30/2020,WA,MARINE,0.052,1.5,STANDARD_PONAR,1,,,29,Site was located over a small private commercial oyster bed. Sediment samples were collected outside of the oyster bed. Substrate was mostly coarse gravel. Deepest grab was 2cm. We attempted over 20 grabs at 7 locations.,
8/23/2024,2012147,NGL_OH-10003,NGL20_OH-10003,1,7/31/2020,OH,GREAT_LAKES,,,,,,Y,,Sample hard sand with shells. Did not meet minimum depth requirement.,
8/23/2024,2012148,NGL_MI-10046,NGL20_MI-10102,1,8/2/2020,MI,GREAT_LAKES,0.052,7.9,STANDARD_PONAR,1,,,,,
8/23/2024,2012149,NGL_MI-10538,NGL20_MI-10107,1,8/2/2020,MI,GREAT_LAKES,0.052,3.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012150,NCA_WA-10254,NCA20_WA-40016,1,8/2/2020,WA,MARINE,0.052,9.5,STANDARD_PONAR,1,,,29.4,,
8/23/2024,2012151,NCA_WA-10262,NCA20_WA-10048,1,8/2/2020,WA,MARINE,0.052,7.5,STANDARD_PONAR,1,,,29.7,,
8/23/2024,2012152,NCA_AL-10158,NCA20_AL-10013,1,8/3/2020,AL,MARINE,0.052,15,STANDARD_PONAR,1,,,11.54,,
8/23/2024,2012153,NCA_AL-10150,NCA20_AL-10005,1,8/3/2020,AL,MARINE,0.052,15,STANDARD_PONAR,1,,,16.57,,
8/23/2024,2012154,NGL_OH-10008,NGL20_OH-10008,1,8/18/2020,OH,GREAT_LAKES,0.052,12,STANDARD_PONAR,1,,,,,
8/23/2024,2012155,NCA_VA-10199,NCA20_VA-10014,1,8/12/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,17.8,,
8/23/2024,2012156,NCA_VA-10204,NCA20_VA-10019,1,7/23/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,18.42,,
8/23/2024,2012157,NCA_MA-10165,NCA20_MA-10008,1,8/3/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.49,,
8/23/2024,2012158,NGL_MI-10102,NGL20_MI-10001,1,8/2/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012159,NGL_MI-10103,NGL20_MI-10002,1,8/3/2020,MI,GREAT_LAKES,,,,,,Y,,Unable to successfully collect sediment due to rocks zebra mussels and shells.,
8/23/2024,2012160,NCA_ME-10198,NCA20_ME-10025,1,8/3/2020,ME,MARINE,0.052,8,STANDARD_PONAR,1,,,27.77,"Silts with large component of gravel, cobble and shell hash.",
8/23/2024,2012163,NGL_MI-10543,NGL20_MI-10112,1,8/3/2020,MI,GREAT_LAKES,0.052,9,STANDARD_PONAR,1,,,,No soft sediment in primary and secondary zones after repeated attempts. Found in tertiary zone.,
8/23/2024,2012164,NCA_WA-10260,NCA20_WA-40030,1,8/3/2020,WA,MARINE,0.052,12.5,STANDARD_PONAR,1,,,29.6,,
8/23/2024,2012165,NCA_WA-10266,NCA20_WA-10052,1,8/3/2020,WA,MARINE,0.052,5,STANDARD_PONAR,1,,,30,Bottom at site and surrounding area was a mix of sand and small gravel. Ponar grabs ranged from 1.5 to 5 mm.,
8/23/2024,2012166,NCA_MA-10181,NCA20_MA-10023,1,8/4/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,26.65,,
8/23/2024,2012167,NCA_AL-10148,NCA20_AL-10002,1,8/4/2020,AL,MARINE,0.052,8.5,STANDARD_PONAR,1,,,33.83,,
8/23/2024,2012168,NCA_AL-10151,NCA20_AL-10006,1,8/4/2020,AL,MARINE,0.052,7,STANDARD_PONAR,1,,,27.59,,
8/23/2024,2012169,NCA_SC-10317,NCA20_SC-10117,1,8/4/2020,SC,MARINE,0.04,8,,1,,,35.06,,
8/23/2024,2012170,NCA_LA-10257,NCA20_LA-10051,1,8/4/2020,LA,MARINE,0.04,7.5,OTHER: EKMAN,2,,,14.21,,
8/23/2024,2012171,NCA_LA-10156,NCA20_LA-10087,1,8/4/2020,LA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,18.89,Couldn't achieve successful grab greater than seven centimeters with available equipment.,
8/23/2024,2012172,NGL_OH-10072,NGL20_OH-10018,1,8/4/2020,OH,GREAT_LAKES,0.052,12,STANDARD_PONAR,1,,,,,
8/23/2024,2012173,NGL_NY-10002,NGL20_NY-10002,2,8/4/2020,NY,GREAT_LAKES,0.052,6.4,STANDARD_PONAR,1,,,,No grab 7cm or greater collected. Next best grab was used for BENT,
8/23/2024,2012174,NCA_LA-10148,NCA20_LA-10085,1,8/4/2020,LA,MARINE,0.04,7.5,OTHER: EKMAN,2,,,17.46,,
8/23/2024,2012175,NCA_MD-10122,NCA20_MD-10015,1,8/3/2020,MD,MARINE,0.044,10,VAN_VEEN,1,,,28.35,,Processing by Versar
8/23/2024,2012176,NCA_ME-10175,NCA20_ME-10011,1,8/4/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,27.39,,Includes microplastics
8/23/2024,2012177,NCA_ME-10172,NCA20_ME-10020,1,8/4/2020,ME,MARINE,0.052,12,STANDARD_PONAR,1,,,25.3,,Includes microplastics
8/23/2024,2012178,NGL_MI-10508,NGL20_MI-10005,1,8/4/2020,MI,GREAT_LAKES,0.052,10,STANDARD_PONAR,1,,,,,
8/23/2024,2012179,NGL_MI-10507,NGL20_MI-10004,1,8/4/2020,MI,GREAT_LAKES,0.052,10,STANDARD_PONAR,1,,,,,
8/23/2024,2012180,NCA_SC-10329,NCA20_SC-10129,1,8/4/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,41.35,,
8/23/2024,2012181,NCA_SC-10332,NCA20_SC-10132,1,8/4/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,38.63,,
8/23/2024,2012182,NCA_WA-10202,NCA20_WA-10021,1,8/4/2020,WA,MARINE,0.052,7,STANDARD_PONAR,1,,,29.5,,
8/23/2024,2012183,NCA_WA-10251,NCA20_WA-40008,1,8/4/2020,WA,MARINE,0.052,12.5,STANDARD_PONAR,1,,,29.9,,
8/23/2024,2012184,NCA_MA-10148,NCA20_MA-10014,1,8/5/2020,MA,MARINE,0.052,9,STANDARD_PONAR,1,,,24.69,,
8/23/2024,2012185,NCA_LA-10158,NCA20_LA-10026,2,8/5/2020,LA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,14.78,,
8/23/2024,2012186,NGL_OH-10073,NGL20_OH-10019,1,8/19/2020,OH,GREAT_LAKES,0.052,14,STANDARD_PONAR,1,,,,,
8/23/2024,2012187,NCA_SC-10331,NCA20_SC-10131,1,8/5/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,33.57,,
8/23/2024,2012188,NCA_AL-10161,NCA20_AL-10016,1,8/5/2020,AL,MARINE,0.052,8.2,STANDARD_PONAR,1,,,19.62,,
8/23/2024,2012189,NCA_AL-10154,NCA20_AL-10009,1,8/5/2020,AL,MARINE,0.052,13,STANDARD_PONAR,1,,,21.04,,
8/23/2024,2012190,NCA_LA-10143,NCA20_LA-10082,1,8/5/2020,LA,MARINE,0.04,7,OTHER: EKMAN,2,,,19,,
8/23/2024,2012191,NCA_LA-10144,NCA20_LA-10083,1,8/5/2020,LA,MARINE,0.052,5.5,STANDARD_PONAR,1,,,7.4,"Benthics and sediment taken at 29.52134, -91.59922. Attempted sampling within 100m but oyster beds and shells in area. Multiple attempts to get a depth of 7cm but unable to.",
8/23/2024,2012192,NCA_SC-10235,NCA20_SC-10032,1,8/5/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,30.25,,
