PUBLICATION_DATE,UNIQUE_ID,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD,LON_DD,STATION_DEPTH,WTBDY_TYPE,YEAR,DSGN_CYCLE,IND_DOMAIN,EPA_REG,EST_GROUP,EVAL_CAT,FEAT_NM,LAT_DD83,LON_DD83,NCA_REG,NCCA_REG,NEP_OR_ESTUARY_PROGRAM_NAME,NEP_NAT,PROVINCE,SITETYPE,SMALL_EST,STATE_NM,WTBDY_NM,XCOORD,YCOORD,CHES_BAY,DWH_REGION,PENS_PERD_BAY,INDEX_NCCA20,INDEX_LIS
10/3/2024,NCA_NC-10166,2014973,NCA20_NC-10032,1,9/22/2020,NC,34.39560561,-77.61916989,1.3,MARINE,2020,2020,CORE,Region_04,CarP_Other,Target_Sampled,Topsail Sound,34.39560561,-77.61916989,East_Coast,Southeast,Not_NEP,Not_NEP,Carolinian Province,PROB,Small,North Carolina,Topsail Sound,1666420.34,-185927.3226,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10167,2015706,NCA20_NC-10033,1,7/7/2021,NC,35.05319732,-76.42241933,3.25,MARINE,2021,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,West Bay,35.05319732,-76.42241933,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Pamlico Sound,1758381.732,-92269.83762,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10168,2016452,NCA20_NC-10034,1,8/26/2021,NC,35.81042238,-75.7254061,2.6,MARINE,2021,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Croatan Sound,35.81042238,-75.7254061,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Croatan Sound,1802103.447,3688.184603,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10169,2015660,NCA20_NC-10035,1,6/30/2021,NC,34.65770911,-77.36915383,2.3,MARINE,2021,2020,CORE,Region_04,CarP_Other,Target_Sampled,New River,34.65770911,-77.36915383,East_Coast,Southeast,Not_NEP,Not_NEP,Carolinian Province,PROB,Small,North Carolina,New River,1683088.339,-152764.547,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10170,2015067,NCA20_NC-10036,1,9/30/2020,NC,35.20774717,-76.52009613,1.4,MARINE,2020,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Jones Bay,35.20774717,-76.52009613,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Pamlico Sound,1746212.139,-77140.6214,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10171,2015806,NCA20_NC-10037,1,7/13/2021,NC,36.25089445,-76.10946459,3.7,MARINE,2021,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Pasquotank River,36.25089445,-76.10946459,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Albemarle Sound,1758222.516,44723.12307,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10172,2014892,NCA20_NC-10038,1,9/14/2020,NC,34.7661986,-76.56565507,0.6,MARINE,2020,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,North River,34.7661986,-76.56565507,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,North River,1752217.813,-126349.5181,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10173,2015274,NCA20_NC-10039,1,6/8/2021,NC,34.97494536,-76.28454444,2.8,MARINE,2021,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Cedar Island Bay,34.97494536,-76.28454444,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Pamlico Sound,1772390.961,-98277.55804,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10174,2016397,NCA20_NC-10040,1,8/19/2021,NC,35.91868261,-75.61462702,1,MARINE,2021,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Roanoke Sound,35.91868261,-75.61462702,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Roanoke Sound,1809218.573,17638.7626,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10175,2016412,NCA20_NC-10041,1,8/23/2021,NC,33.92298588,-77.99537389,5.7,MARINE,2021,2020,CORE,Region_04,CarP_Other,Target_Sampled,Cape Fear River,33.92298588,-77.99537389,East_Coast,Southeast,Not_NEP,Not_NEP,Carolinian Province,PROB,Small,North Carolina,Cape Fear River,1642675.904,-244341.6591,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NC-10176,2014915,NCA20_NC-10042,1,9/16/2020,NC,34.7653126,-76.69352617,2,MARINE,2020,2020,CORE,Region_04,CarP_Albemarle_Pamlico_Sounds,Target_Sampled,Newport River,34.7653126,-76.69352617,East_Coast,Southeast,Albemarle-Pamlico Sounds,NEP,Carolinian Province,PROB,Small,North Carolina,Bogue Sound,1740868.42,-128796.6189,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10115,2011874,NCA20_NH-10001,1,7/10/2020,NH,43.09611327,-70.78030373,16.5,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua_River,43.09611327,-70.78030373,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2018327.699,896044.708,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10115,2012259,NCA20_NH-10001,2,8/10/2020,NH,43.09611327,-70.78030373,17,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua_River,43.09611327,-70.78030373,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2018327.699,896044.708,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_NH-10116,2011936,NCA20_NH-10002,1,7/16/2020,NH,43.1681953,-70.86184462,1.2,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua_River,43.1681953,-70.86184462,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2009850.359,902086.309,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10117,2011681,NCA20_NH-10003,1,6/17/2020,NH,43.09433149,-70.86588866,1.6,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Little_Bay,43.09433149,-70.86588866,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2011691.107,894037.961,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10118,2011798,NCA20_NH-10004,1,6/30/2020,NH,43.07266513,-70.86283196,2.5,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Great_Bay,43.07266513,-70.86283196,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2012562.715,891766.789,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10119,2012003,NCA20_NH-10005,1,7/21/2020,NH,43.06798346,-70.74916095,1.7,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Little_Harbor,43.06798346,-70.74916095,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2021586.214,893674.785,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10120,2011921,NCA20_NH-10006,1,7/15/2020,NH,43.17174176,-70.82880703,1.3,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua_River,43.17174176,-70.82880703,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2012326.084,903167.726,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10121,2011727,NCA20_NH-10007,1,6/23/2020,NH,43.1830641,-70.82706601,1,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua River,43.1830641,-70.82706601,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2012130.963,904424.9637,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10121,2012004,NCA20_NH-10007,2,7/22/2020,NH,43.1830641,-70.82706601,1.8,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua River,43.1830641,-70.82706601,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2012130.963,904424.9637,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_NH-10122,2011845,NCA20_NH-10008,1,7/8/2020,NH,43.08366817,-70.87068376,2.3,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Great Bay,43.08366817,-70.87068376,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2011627.589,892786.8234,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10123,2011866,NCA20_NH-10009,1,7/9/2020,NH,43.11973425,-70.82071489,6.5,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua River,43.11973425,-70.82071489,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2014478.832,897733.3293,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10124,2012479,NCA20_NH-10010,1,8/25/2020,NH,43.07397095,-70.72227294,17.5,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Portsmouth Harbor,43.07397095,-70.72227294,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2023512.092,894892.3285,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10125,2011809,NCA20_NH-10011,1,7/1/2020,NH,43.11633782,-70.83576402,3.5,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Piscataqua River,43.11633782,-70.83576402,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2013402.381,897048.2903,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10126,2012193,NCA20_NH-10012,1,8/5/2020,NH,42.89096265,-70.82004752,4.7,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Hampton River_Hampton Harbor,42.89096265,-70.82004752,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Hampton Harbor,2021223.324,873083.3055,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10127,2012131,NCA20_NH-10013,1,7/30/2020,NH,43.05931192,-70.83403103,1,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Great Bay,43.05931192,-70.83403103,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2015204.867,890937.5119,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10128,2011747,NCA20_NH-10014,1,6/25/2020,NH,43.06839954,-70.88578136,1.4,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Great Bay,43.06839954,-70.88578136,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2010892.759,890821.0774,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NH-10129,2011698,NCA20_NH-10015,1,6/18/2020,NH,43.05851776,-70.90477136,1.3,MARINE,2020,2020,CORE,Region_01,AP_Piscatagua_Region_Estuaries,Target_Sampled,Great Bay,43.05851776,-70.90477136,East_Coast,Northeast,Piscatagua Region Estuaries Partnership,NEP,Acadian Province,PROB,Small,New Hampshire,Great Bay,2009695.854,889353.8699,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10194,2012459,NCA20_NJ-10001,1,8/24/2020,NJ,39.11246676,-75.19182338,5.6,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Delaware_Bay,39.11246676,-75.19182338,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1768410.889,375109.369,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10194,2014836,NCA20_NJ-10001,2,9/9/2020,NJ,39.11246676,-75.19182338,5.4,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Delaware_Bay,39.11246676,-75.19182338,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1768410.889,375109.369,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_NJ-10193,2012340,NCA20_NJ-10002,1,8/17/2020,NJ,39.38464311,-75.03745356,3.3,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Maurice_River,39.38464311,-75.03745356,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,New Jersey,Delaware Bay,1774643.232,407757.927,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10193,2014765,NCA20_NJ-10002,2,9/1/2020,NJ,39.38464311,-75.03745356,3.6,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Maurice_River,39.38464311,-75.03745356,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,New Jersey,Delaware Bay,1774643.232,407757.927,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_NJ-10198,2012460,NCA20_NJ-10004,1,8/24/2020,NJ,39.08123373,-75.1754157,12.1,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Delaware_Bay,39.08123373,-75.1754157,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1770543.899,371997.907,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10215,2014739,NCA20_NJ-10005,1,8/27/2020,NJ,39.89014394,-74.08857514,2,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Barnegat_Bay,39.89014394,-74.08857514,East_Coast,Northeast,Barnegat Bay,NEP,Virginian Province,PROB,Large,New Jersey,Barnegat Bay,1840630.621,481020.466,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10205,2012369,NCA20_NJ-10006,1,8/18/2020,NJ,40.44707733,-74.09141441,3,MARINE,2020,2020,CORE,Region_02,VP_NY_NJ_Harbor,Target_Sampled,Lower_Ny_Nj_Bay,40.44707733,-74.09141441,East_Coast,Northeast,New York-New Jersey Harbor,NEP,Virginian Province,PROB,Large,New Jersey,Hudson River Raritan Bay,1826138.706,541711.556,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10214,2012281,NCA20_NJ-10007,1,8/10/2020,NJ,39.55337636,-74.27219645,1,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Little Egg Harbor,39.55337636,-74.27219645,East_Coast,Northeast,Barnegat Bay,NEP,Virginian Province,PROB,Small,New Jersey,New Jersey Inland Bays,1834029.962,440722.5667,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10195,2014760,NCA20_NJ-10008,1,8/31/2020,NJ,39.38335763,-75.2770882,1.6,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Cohansey_River,39.38335763,-75.2770882,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,New Jersey,Delaware Bay,1754711.935,403167.517,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10197,2014766,NCA20_NJ-10010,1,8/31/2020,NJ,39.60642719,-75.46786598,1.6,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Mannington_Meadow,39.60642719,-75.46786598,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,New Jersey,Delaware Bay,1733451.955,424078.917,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10212,2012288,NCA20_NJ-10011,1,8/11/2020,NJ,39.29725818,-74.60838096,2.4,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Great_Egg_Harbor,39.29725818,-74.60838096,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Small,New Jersey,New Jersey Inland Bays,1812544.247,406304.512,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10206,2012370,NCA20_NJ-10012,1,8/18/2020,NJ,40.35594041,-73.97520714,2,MARINE,2020,2020,CORE,Region_02,VP_NY_NJ_Harbor,Target_Sampled,Shrewsbury_River,40.35594041,-73.97520714,East_Coast,Northeast,New York-New Jersey Harbor,NEP,Virginian Province,PROB,Small,New Jersey,Shrewsbury River,1837996.293,534014.015,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10217,2012473,NCA20_NJ-10013,1,8/25/2020,NJ,39.09579945,-74.90322063,1.1,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Delaware Bay,39.09579945,-74.90322063,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1792948.072,378694.1932,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10218,2012475,NCA20_NJ-10014,1,8/25/2020,NJ,39.05772038,-75.07367913,7.7,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Delaware Bay,39.05772038,-75.07367913,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1779629.453,371326.1299,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10219,2014837,NCA20_NJ-10015,1,9/9/2020,NJ,39.19433167,-75.19729573,5.9,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Delaware Bay,39.19433167,-75.19729573,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1765960.791,383963.9492,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10220,2014914,NCA20_NJ-10016,1,9/16/2020,NJ,38.92670869,-75.06303275,14,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Delaware Bay,38.92670869,-75.06303275,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1783729.137,357196.3677,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10221,2012472,NCA20_NJ-10017,1,8/25/2020,NJ,39.1580164,-75.0021569,2.8,MARINE,2020,2020,CORE,Region_03,VP_Delaware_Estuary,Target_Sampled,Delaware Bay,39.1580164,-75.0021569,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1783149.148,383635.646,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10222,2012480,NCA20_NJ-10018,1,8/27/2020,NJ,40.04926769,-74.05019693,3,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Barnegat Bay,40.04926769,-74.05019693,East_Coast,Northeast,Barnegat Bay,NEP,Virginian Province,PROB,Large,New Jersey,Barnegat Bay,1839715.468,499120.4806,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10223,2012339,NCA20_NJ-10019,1,8/17/2020,NJ,39.01622217,-74.80757801,1.2,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Great Sound,39.01622217,-74.80757801,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Small,New Jersey,New Jersey Inland Bays,1802914.08,371804.3934,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10224,2012282,NCA20_NJ-10020,1,8/10/2020,NJ,39.55427489,-74.46820249,2.9,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Mullica River,39.55427489,-74.46820249,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Small,New Jersey,New Jersey Inland Bays,1817748.001,437054.7667,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10225,2012289,NCA20_NJ-10021,1,8/11/2020,NJ,39.43897469,-74.42974649,1.1,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Reed_Abescon Bays,39.43897469,-74.42974649,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Small,New Jersey,New Jersey Inland Bays,1823846.396,425200.8155,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10226,2014806,NCA20_NJ-10022,1,9/3/2020,NJ,40.42766757,-74.01067692,6.4,MARINE,2020,2020,CORE,Region_02,VP_NY_NJ_Harbor,Target_Sampled,Sandy Hook Bay,40.42766757,-74.01067692,East_Coast,Northeast,New York-New Jersey Harbor,NEP,Virginian Province,PROB,Small,New Jersey,Sandy Hook Bay,1833246.703,541149.4744,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10199,2014913,NCA20_NJ-10024,1,9/16/2020,NJ,38.98236218,-75.04549919,9.6,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Delaware_Bay,38.98236218,-75.04549919,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Large,New Jersey,Delaware Bay,1783834.337,363612.39,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10216,2014740,NCA20_NJ-10027,1,8/27/2020,NJ,39.94380931,-74.16300348,2.5,MARINE,2020,2020,CORE,Region_02,VP_Other,Target_Sampled,Toms_River,39.94380931,-74.16300348,East_Coast,Northeast,Barnegat Bay,NEP,Virginian Province,PROB,Small,New Jersey,Barnegat Bay,1833119.406,485436.522,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NJ-10243,2014767,NCA20_NJ-10043,1,8/31/2020,NJ,39.60262928,-75.45574611,1.4,MARINE,2020,2020,CORE,Region_02,VP_Delaware_Estuary,Target_Sampled,Mannington Meadow,39.60262928,-75.45574611,East_Coast,Northeast,Delaware Estuary,NEP,Virginian Province,PROB,Small,New Jersey,Delaware Bay,1734550.5,423884.3468,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NY-10158,2012121,NCA20_NY-10001,1,7/29/2020,NY,40.8614151,-73.74608654,15.6,MARINE,2020,2020,CORE,Region_02,VP_Long_Island_Sound,Target_Sampled,Long_Island_Sound,40.8614151,-73.74608654,East_Coast,Northeast,Long Island Sound Study,NEP,Virginian Province,PROB,Large,New York,Long Island Sound,1843630.744,593539.161,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,Y
10/3/2024,NCA_NY-10158,2014790,NCA20_NY-10001,2,9/1/2020,NY,40.8614151,-73.74608654,18.2,MARINE,2020,2020,CORE,Region_02,VP_Long_Island_Sound,Target_Sampled,Long_Island_Sound,40.8614151,-73.74608654,East_Coast,Northeast,Long Island Sound Study,NEP,Virginian Province,PROB,Large,New York,Long Island Sound,1843630.744,593539.161,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,N
10/3/2024,NCA_NY-10173,2014838,NCA20_NY-10002,1,9/9/2020,NY,40.6041028,-73.85563202,1.5,MARINE,2020,2020,CORE,Region_02,VP_NY_NJ_Harbor,Target_Sampled,Jamaica_Bay,40.6041028,-73.85563202,East_Coast,Northeast,New York-New Jersey Harbor,NEP,Virginian Province,PROB,Small,New York,Hudson River Raritan Bay,1841375.22,563379.787,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_NY-10173,2015001,NCA20_NY-10002,2,9/23/2020,NY,40.6041028,-73.85563202,1.5,MARINE,2020,2020,CORE,Region_02,VP_NY_NJ_Harbor,Target_Sampled,Jamaica_Bay,40.6041028,-73.85563202,East_Coast,Northeast,New York-New Jersey Harbor,NEP,Virginian Province,PROB,Small,New York,Hudson River Raritan Bay,1841375.22,563379.787,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
10/3/2024,NCA_NY-10160,2011930,NCA20_NY-10003,1,7/15/2020,NY,40.99145208,-72.65880722,8.9,MARINE,2020,2020,CORE,Region_02,VP_Long_Island_Sound,Target_Sampled,Long_Island_Sound,40.99145208,-72.65880722,East_Coast,Northeast,Long Island Sound Study,NEP,Virginian Province,PROB,Large,New York,Long Island Sound,1928390.924,629262.183,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,Y
10/3/2024,NCA_NY-10161,2011915,NCA20_NY-10004,1,7/14/2020,NY,41.1503128,-72.56915949,20.7,MARINE,2020,2020,CORE,Region_02,VP_Long_Island_Sound,Target_Sampled,Long_Island_Sound,41.1503128,-72.56915949,East_Coast,Northeast,Long Island Sound Study,NEP,Virginian Province,PROB,Large,New York,Long Island Sound,1931305.791,648334.008,Outside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,Y
