PUBLICATION_DATE,STUDY,UID,SITE_ID,PSTL_CODE,VISIT_NO,SAMPLE_ID,YEAR,DATE_COL,NCCA_REG,FEAT_NM,INDEX_NCCA15,INDEX_AP,DEPTH,GRAB_AREA,GRABS,GRAB_TYPE,FINAL_GRAB_AREA,SIEVE_SIZE,SALINITY,QA_FLAG,COMMENT,CONDITION_CODE
44313,Estuarine,174473,NCCA15-2367,FL,1,789704,2015,27-Jul,Gulf,Gullivan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,34.4,IM,(blank),OK
44313,Estuarine,174473,NCCA15-2367,FL,1,789704,2015,27-Jul,Gulf,Gullivan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,34.4,(blank),(blank),OK
44313,Estuarine,174474,NCCA15-2169,NJ,1,781604,2015,28-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,24.9,IM,(blank),OK
44313,Estuarine,174474,NCCA15-2169,NJ,1,781604,2015,28-Jul,Northeast,Delaware_Bay,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,24.9,(blank),(blank),OK
44313,Estuarine,174475,NCCA15-2278,NC,1,790304,2015,29-Jul,Southeast,Elizabeth_River,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,27.5,DD,(blank),OK
44313,Estuarine,174475,NCCA15-2278,NC,1,790304,2015,29-Jul,Southeast,Elizabeth_River,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,27.5,IM,(blank),OK
44313,Estuarine,174475,NCCA15-2278,NC,1,790304,2015,29-Jul,Southeast,Elizabeth_River,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,27.5,(blank),(blank),OK
44313,Estuarine,174485,NCCA15-2137,NJ,1,789504,2015,29-Jul,Northeast,Lower_Ny_Nj_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,NOT LISTED,IM,(blank),OK
44313,Estuarine,174485,NCCA15-2137,NJ,1,789504,2015,29-Jul,Northeast,Lower_Ny_Nj_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,NOT LISTED,(blank),(blank),OK
44313,Estuarine,174486,NCCA15-1617,NY,1,787284,2015,29-Jul,Northeast,Lower_Ny_Nj_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,25.3,IM,(blank),OK
44313,Estuarine,174486,NCCA15-1617,NY,1,787284,2015,29-Jul,Northeast,Lower_Ny_Nj_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,25.3,IN,(blank),OK
44313,Estuarine,174486,NCCA15-1617,NY,1,787284,2015,29-Jul,Northeast,Lower_Ny_Nj_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,25.3,(blank),(blank),OK
44313,Estuarine,174487,NCCA15-2138,NJ,1,789524,2015,29-Jul,Northeast,Navesink_River,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,20.5,IM,(blank),OK
44313,Estuarine,174487,NCCA15-2138,NJ,1,789524,2015,29-Jul,Northeast,Navesink_River,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,20.5,"IM, IN, DD",(blank),OK
44313,Estuarine,174487,NCCA15-2138,NJ,1,789524,2015,29-Jul,Northeast,Navesink_River,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,20.5,(blank),(blank),OK
44313,Estuarine,174488,NCCA15-1124,CA,1,791124,2015,29-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,29.8,IM,(blank),OK
44313,Estuarine,174488,NCCA15-1124,CA,1,791124,2015,29-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,29.8,"IM, DD",(blank),OK
44313,Estuarine,174488,NCCA15-1124,CA,1,791124,2015,29-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,29.8,IN,(blank),OK
44313,Estuarine,174488,NCCA15-1124,CA,1,791124,2015,29-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,29.8,"IN, DD",(blank),OK
44313,Estuarine,174488,NCCA15-1124,CA,1,791124,2015,29-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,29.8,(blank),(blank),OK
44313,Estuarine,174490,NCCA15-2213,VA,1,786904,2015,29-Jul,Northeast,Corrotoman_River,Y,(blank),10,0.023,2,OTHER: PETITE PONAR,0.046,0.5,14.61,(blank),(blank),OK
44313,Estuarine,174491,NCCA15-1052,ME,1,792524,2015,29-Jul,Northeast,Union_River_Bay,Y,(blank),13,0.1,1,LARGE VAN VEEN,0.1,0.5,32.4,IN,(blank),OK
44313,Estuarine,174491,NCCA15-1052,ME,1,792524,2015,29-Jul,Northeast,Union_River_Bay,Y,(blank),13,0.1,1,LARGE VAN VEEN,0.1,0.5,32.4,"IN, DD",(blank),OK
44313,Estuarine,174491,NCCA15-1052,ME,1,792524,2015,29-Jul,Northeast,Union_River_Bay,Y,(blank),13,0.1,1,LARGE VAN VEEN,0.1,0.5,32.4,(blank),(blank),OK
44313,Estuarine,174495,MACA15-3014,MA,1,786484,2015,29-Jul,Northeast,Sengekontacket_Pond,Y,(blank),6.9,0.04,1,VAN_VEEN,0.04,0.5,35.1,(blank),"After multiple attempts in each zone, 6.9 cm was the best sample; Grab depth less than 7 cm.",OK
44313,Estuarine,174496,MACA15-3016,MA,1,786844,2015,29-Jul,Northeast,Nantucket_Sound,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,35.01,DD,(blank),OK
44313,Estuarine,174496,MACA15-3016,MA,1,786844,2015,29-Jul,Northeast,Nantucket_Sound,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,35.01,IM,(blank),OK
44313,Estuarine,174496,MACA15-3016,MA,1,786844,2015,29-Jul,Northeast,Nantucket_Sound,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,35.01,(blank),(blank),OK
44313,Estuarine,174497,MACA15-3085,MA,1,786404,2015,29-Jul,Northeast,Cape_Poge_Bay,Y,(blank),9.5,0.04,1,VAN_VEEN,0.04,0.5,35.3,DD,(blank),OK
44313,Estuarine,174497,MACA15-3085,MA,1,786404,2015,29-Jul,Northeast,Cape_Poge_Bay,Y,(blank),9.5,0.04,1,VAN_VEEN,0.04,0.5,35.3,IM,(blank),OK
44313,Estuarine,174497,MACA15-3085,MA,1,786404,2015,29-Jul,Northeast,Cape_Poge_Bay,Y,(blank),9.5,0.04,1,VAN_VEEN,0.04,0.5,35.3,(blank),(blank),OK
44313,Estuarine,174498,NCCA15-1318,LA,1,792824,2015,29-Jul,Gulf,Atchafalaya_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,24.12,IM,(blank),OK
44313,Estuarine,174498,NCCA15-1318,LA,1,792824,2015,29-Jul,Gulf,Atchafalaya_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,24.12,(blank),(blank),OK
44313,Estuarine,174500,NCCA15-1351,LA,1,802464,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),4,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,33.4,IM,"NUMEROUS GRABS ATTEMPTED FROM 1-500M FROM SITE, FINAL GRAB AT 13M RETAINED.; Grab depth less than 7 cm.;",OK
44313,Estuarine,174500,NCCA15-1351,LA,1,802464,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),4,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,33.4,"IN, DD","NUMEROUS GRABS ATTEMPTED FROM 1-500M FROM SITE, FINAL GRAB AT 13M RETAINED.; Grab depth less than 7 cm.;",OK
44313,Estuarine,174500,NCCA15-1351,LA,1,802464,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),4,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,33.4,(blank),"NUMEROUS GRABS ATTEMPTED FROM 1-500M FROM SITE, FINAL GRAB AT 13M RETAINED.; Grab depth less than 7 cm.;",OK
44313,Estuarine,174501,NCCA15-1353,LA,1,802304,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,31.9,DD,(blank),OK
44313,Estuarine,174501,NCCA15-1353,LA,1,802304,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,31.9,(blank),(blank),OK
44313,Estuarine,174502,NCCA15-1355,LA,1,802444,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,29.5,IM,(blank),OK
44313,Estuarine,174502,NCCA15-1355,LA,1,802444,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,29.5,(blank),(blank),OK
44313,Estuarine,174503,NCCA15-2466,LA,1,792784,2015,29-Jul,Gulf,Atchafalaya_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,12.29,(blank),(blank),OK
44313,Estuarine,174504,NCCA15-2499,LA,1,802324,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,32.7,IM,(blank),OK
44313,Estuarine,174504,NCCA15-2499,LA,1,802324,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,32.7,IN,(blank),OK
44313,Estuarine,174504,NCCA15-2499,LA,1,802324,2015,28-Jul,Gulf,Breton_Sound,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,32.7,(blank),(blank),OK
44313,Estuarine,174570,NCCA15-2131,NJ,1,787264,2015,28-Jul,Northeast,Raritan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,NOT LISTED,IM,(blank),OK
44313,Estuarine,174570,NCCA15-2131,NJ,1,787264,2015,28-Jul,Northeast,Raritan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,NOT LISTED,(blank),(blank),OK
44313,Estuarine,174571,NCCA15-2132,NJ,1,787244,2015,28-Jul,Northeast,Raritan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,23.21,IM,(blank),OK
44313,Estuarine,174571,NCCA15-2132,NJ,1,787244,2015,28-Jul,Northeast,Raritan_Bay,Y,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,23.21,(blank),(blank),OK
44313,Estuarine,174661,NCCA15-1510,VA,1,772784,2015,30-Jul,Northeast,Lower_James_River,Y,(blank),8,0.023,2,OTHER: PETITE PONAR,0.046,0.5,21.6,(blank),(blank),OK
44313,Estuarine,174663,NCCA15-2061,ME,1,802484,2015,30-Jul,Northeast,Western_Bay,Y,(blank),10,0.1,1,LARGE VAN VEEN,0.1,0.5,35.3,IM,(blank),OK
44313,Estuarine,174663,NCCA15-2061,ME,1,802484,2015,30-Jul,Northeast,Western_Bay,Y,(blank),10,0.1,1,LARGE VAN VEEN,0.1,0.5,35.3,IN,(blank),OK
44313,Estuarine,174663,NCCA15-2061,ME,1,802484,2015,30-Jul,Northeast,Western_Bay,Y,(blank),10,0.1,1,LARGE VAN VEEN,0.1,0.5,35.3,"IN, DD",(blank),OK
44313,Estuarine,174663,NCCA15-2061,ME,1,802484,2015,30-Jul,Northeast,Western_Bay,Y,(blank),10,0.1,1,LARGE VAN VEEN,0.1,0.5,35.3,(blank),(blank),OK
44313,Estuarine,174682,NCCA15-1370,TX,2,784864,2015,30-Jul,Gulf,Corpus_Christi_Bay,N,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,29.2,IM,(blank),OK
44313,Estuarine,174682,NCCA15-1370,TX,2,784864,2015,30-Jul,Gulf,Corpus_Christi_Bay,N,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,29.2,"IM, DD",(blank),OK
44313,Estuarine,174682,NCCA15-1370,TX,2,784864,2015,30-Jul,Gulf,Corpus_Christi_Bay,N,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,29.2,(blank),(blank),OK
44313,Estuarine,174683,NCCA15-1657,FL,2,789684,2015,29-Jul,Gulf,San_Carlos_Bay,N,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,30.8,(blank),(blank),OK
44313,Estuarine,174684,NCCA15-2533,TX,1,782844,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,28.7,DD,(blank),OK
44313,Estuarine,174684,NCCA15-2533,TX,1,782844,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,28.7,IM,(blank),OK
44313,Estuarine,174684,NCCA15-2533,TX,1,782844,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,28.7,(blank),(blank),OK
44313,Estuarine,174685,NCCA15-2538,TX,1,782784,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,28.9,IM,(blank),OK
44313,Estuarine,174685,NCCA15-2538,TX,1,782784,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,28.9,IN,(blank),OK
44313,Estuarine,174685,NCCA15-2538,TX,1,782784,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,28.9,"IN, DD",(blank),OK
44313,Estuarine,174685,NCCA15-2538,TX,1,782784,2015,30-Jul,Gulf,Corpus_Christi_Bay,Y,(blank),12,0.052,1,STANDARD PONAR,0.052,0.5,28.9,(blank),(blank),OK
44313,Estuarine,174781,NCCA15-2460,LA,1,792804,2015,30-Jul,Gulf,East_Cote_Blanche_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,5.96,"IN, DD",(blank),OK
44313,Estuarine,174781,NCCA15-2460,LA,1,792804,2015,30-Jul,Gulf,East_Cote_Blanche_Bay,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,5.96,(blank),(blank),OK
44313,Estuarine,174783,NCCA15-1412,LA,1,802424,2015,29-Jul,Gulf,Pass_A_Loutre,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,6.98,IM,(blank),OK
44313,Estuarine,174783,NCCA15-1412,LA,1,802424,2015,29-Jul,Gulf,Pass_A_Loutre,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,6.98,"IN, DD",(blank),OK
44313,Estuarine,174783,NCCA15-1412,LA,1,802424,2015,29-Jul,Gulf,Pass_A_Loutre,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,6.98,(blank),(blank),OK
44313,Estuarine,174910,MACA15-3084,MA,1,786424,2015,31-Jul,Northeast,Vineyard_Sound,Y,(blank),7.8,0.04,1,VAN_VEEN,0.04,0.5,35.11,IM,(blank),OK
44313,Estuarine,174910,MACA15-3084,MA,1,786424,2015,31-Jul,Northeast,Vineyard_Sound,Y,(blank),7.8,0.04,1,VAN_VEEN,0.04,0.5,35.11,"IN, DD",(blank),OK
44313,Estuarine,174910,MACA15-3084,MA,1,786424,2015,31-Jul,Northeast,Vineyard_Sound,Y,(blank),7.8,0.04,1,VAN_VEEN,0.04,0.5,35.11,(blank),(blank),OK
44313,Estuarine,174950,NCCA15-1176,FL,2,789724,2015,30-Jul,Southeast,Indian_River_Lagoon,N,(blank),9,0.04,1,VAN_VEEN,0.04,0.5,22.5,(blank),(blank),OK
44313,Estuarine,174951,NCCA15-2401,FL,1,789664,2015,30-Jul,Gulf,Waccasassa_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,22.9,DD,(blank),OK
44313,Estuarine,174951,NCCA15-2401,FL,1,789664,2015,30-Jul,Gulf,Waccasassa_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,22.9,IM,(blank),OK
44313,Estuarine,174951,NCCA15-2401,FL,1,789664,2015,30-Jul,Gulf,Waccasassa_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,22.9,"IN, DD",(blank),OK
44313,Estuarine,174951,NCCA15-2401,FL,1,789664,2015,30-Jul,Gulf,Waccasassa_Bay,Y,(blank),10,0.04,1,VAN_VEEN,0.04,0.5,22.9,(blank),(blank),OK
44313,Estuarine,175000,NCCA15-1122,CA,1,790764,2015,30-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,30,DD,(blank),OK
44313,Estuarine,175000,NCCA15-1122,CA,1,790764,2015,30-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,30,(blank),(blank),OK
44313,Estuarine,175001,NCCA15-1123,CA,1,791184,2015,30-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,30,IM,(blank),OK
44313,Estuarine,175001,NCCA15-1123,CA,1,791184,2015,30-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,30,"IN, DD",(blank),OK
44313,Estuarine,175001,NCCA15-1123,CA,1,791184,2015,30-Jul,West,San_Francisco_Bay,Y,(blank),10,0.1,1,VAN_VEEN,0.1,0.5,30,(blank),(blank),OK
44313,Estuarine,175040,MACA15-3010,MA,1,786544,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),10.2,0.04,1,VAN_VEEN,0.04,0.5,31.57,"IN, DD",(blank),OK
44313,Estuarine,175040,MACA15-3010,MA,1,786544,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),10.2,0.04,1,VAN_VEEN,0.04,0.5,31.57,(blank),(blank),OK
44313,Estuarine,175041,MACA15-3011,MA,1,786524,2015,6-Aug,Northeast,Cape_Cod_Bay,Y,(blank),8.6,0.04,1,VAN_VEEN,0.04,0.5,34.86,"IM, IN",(blank),OK
44313,Estuarine,175041,MACA15-3011,MA,1,786524,2015,6-Aug,Northeast,Cape_Cod_Bay,Y,(blank),8.6,0.04,1,VAN_VEEN,0.04,0.5,34.86,(blank),(blank),OK
44313,Estuarine,175042,MACA15-3012,MA,1,786504,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.44,DD,(blank),OK
44313,Estuarine,175042,MACA15-3012,MA,1,786504,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.44,IM,(blank),OK
44313,Estuarine,175042,MACA15-3012,MA,1,786504,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.44,"IM, DD",(blank),OK
44313,Estuarine,175042,MACA15-3012,MA,1,786504,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.44,"IN, DD",(blank),OK
44313,Estuarine,175042,MACA15-3012,MA,1,786504,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.44,(blank),(blank),OK
44313,Estuarine,175043,MACA15-3073,MA,1,786144,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,31.45,DD,(blank),OK
44313,Estuarine,175043,MACA15-3073,MA,1,786144,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,31.45,IM,(blank),OK
44313,Estuarine,175043,MACA15-3073,MA,1,786144,2015,16-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.3,0.04,1,VAN_VEEN,0.04,0.5,31.45,(blank),(blank),OK
44313,Estuarine,175044,MACA15-3076,MA,1,786084,2015,7-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.2,0.04,1,VAN_VEEN,0.04,0.5,38.34,IM,(blank),OK
44313,Estuarine,175044,MACA15-3076,MA,1,786084,2015,7-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.2,0.04,1,VAN_VEEN,0.04,0.5,38.34,(blank),(blank),OK
44313,Estuarine,175133,NCCA15-2197,VA,1,772724,2015,23-Jul,Northeast,Little_Creek,Y,(blank),8,0.023,2,OTHER: PETITE PONAR,0.046,0.5,23.34,(blank),(blank),OK
44313,Estuarine,175134,NCCA15-2205,VA,1,772744,2015,28-Jul,Northeast,Pocomoke_Sound,Y,(blank),8,0.023,2,OTHER: PETITE PONAR,0.046,0.5,17.28,(blank),(blank),OK
44313,Estuarine,175212,MACA15-3071,MA,1,786184,2015,15-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.4,DD,(blank),OK
44313,Estuarine,175212,MACA15-3071,MA,1,786184,2015,15-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.4,IM,(blank),OK
44313,Estuarine,175212,MACA15-3071,MA,1,786184,2015,15-Sep,Northeast,Cape_Cod_Bay,Y,(blank),8.1,0.04,1,VAN_VEEN,0.04,0.5,31.4,(blank),(blank),OK
44313,Estuarine,175230,NCCA15-1647,FL,1,802064,2015,3-Aug,Gulf,Barnes_Sound,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,43.2,IM,(blank),OK
44313,Estuarine,175230,NCCA15-1647,FL,1,802064,2015,3-Aug,Gulf,Barnes_Sound,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,43.2,"IM, DD",(blank),OK
44313,Estuarine,175230,NCCA15-1647,FL,1,802064,2015,3-Aug,Gulf,Barnes_Sound,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,43.2,(blank),(blank),OK
44313,Estuarine,175320,NCCA15-1403,TX,1,803144,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),8,0.02,2,OTHER: EKMAN,0.04,0.5,22.8,(blank),(blank),OK
44313,Estuarine,175321,NCCA15-2563,TX,1,803084,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),8,0.02,2,OTHER: EKMAN,0.04,0.5,22,IM,(blank),OK
44313,Estuarine,175321,NCCA15-2563,TX,1,803084,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),8,0.02,2,OTHER: EKMAN,0.04,0.5,22,"IN, DD",(blank),OK
44313,Estuarine,175321,NCCA15-2563,TX,1,803084,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),8,0.02,2,OTHER: EKMAN,0.04,0.5,22,(blank),(blank),OK
44313,Estuarine,175322,NCCA15-2565,TX,1,784844,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,19.1,IM,(blank),OK
44313,Estuarine,175322,NCCA15-2565,TX,1,784844,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,19.1,IN,(blank),OK
44313,Estuarine,175322,NCCA15-2565,TX,1,784844,2015,4-Aug,Gulf,Matagorda_Bay,Y,(blank),11,0.052,1,STANDARD PONAR,0.052,0.5,19.1,(blank),(blank),OK
44313,Estuarine,175327,NCCA15-1348,LA,1,791784,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,(blank),27.6,DD,(blank),OK
44313,Estuarine,175327,NCCA15-1348,LA,1,791784,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),7,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,(blank),27.6,(blank),(blank),OK
44313,Estuarine,175328,NCCA15-2495,LA,1,802364,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),8,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,28.8,(blank),(blank),OK
44313,Estuarine,175329,NCCA15-2498,LA,1,802964,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),5,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,26.9,DD,MADE SEVERAL ATTEMPTS IN NUMEROUS LOCATIONS; 5CM WAS MAX PONAR WOULD RETRIEVE; Grab depth less than 7 cm.;,OK
44313,Estuarine,175329,NCCA15-2498,LA,1,802964,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),5,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,26.9,IM,MADE SEVERAL ATTEMPTS IN NUMEROUS LOCATIONS; 5CM WAS MAX PONAR WOULD RETRIEVE; Grab depth less than 7 cm.;,OK
44313,Estuarine,175329,NCCA15-2498,LA,1,802964,2015,3-Aug,Gulf,Chandeleur_Sound,Y,(blank),5,0.04,1,OTHER: YOUNG-MODIFIED VAN VEEN,0.04,0.5,26.9,(blank),MADE SEVERAL ATTEMPTS IN NUMEROUS LOCATIONS; 5CM WAS MAX PONAR WOULD RETRIEVE; Grab depth less than 7 cm.;,OK
44313,Estuarine,175400,NCCA15-2362,FL,1,802024,2015,4-Aug,Gulf,Kemp_Channel,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,37.7,IM,(blank),OK
44313,Estuarine,175400,NCCA15-2362,FL,1,802024,2015,4-Aug,Gulf,Kemp_Channel,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,37.7,"IN, DD",(blank),OK
44313,Estuarine,175400,NCCA15-2362,FL,1,802024,2015,4-Aug,Gulf,Kemp_Channel,Y,(blank),8,0.04,1,VAN_VEEN,0.04,0.5,37.7,(blank),(blank),OK
44313,Estuarine,175401,NCCA15-1679,FL,1,802004,2015,4-Aug,Gulf,Torch_Key_Mangroves,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.4,IM,(blank),OK
44313,Estuarine,175401,NCCA15-1679,FL,1,802004,2015,4-Aug,Gulf,Torch_Key_Mangroves,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.4,"IN, DD",(blank),OK
44313,Estuarine,175401,NCCA15-1679,FL,1,802004,2015,4-Aug,Gulf,Torch_Key_Mangroves,Y,(blank),7,0.04,1,VAN_VEEN,0.04,0.5,37.4,(blank),(blank),OK
44313,Estuarine,175410,MACA15-3072,MA,1,786164,2015,5-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.1,0.04,1,VAN_VEEN,0.04,0.5,34.28,IM,(blank),OK
44313,Estuarine,175410,MACA15-3072,MA,1,786164,2015,5-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.1,0.04,1,VAN_VEEN,0.04,0.5,34.28,IN,(blank),OK
44313,Estuarine,175410,MACA15-3072,MA,1,786164,2015,5-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.1,0.04,1,VAN_VEEN,0.04,0.5,34.28,"IN, DD",(blank),OK
44313,Estuarine,175410,MACA15-3072,MA,1,786164,2015,5-Aug,Northeast,Cape_Cod_Bay,Y,(blank),9.1,0.04,1,VAN_VEEN,0.04,0.5,34.28,(blank),(blank),OK
44313,Estuarine,175412,NCCA15-2056,ME,1,792244,2015,4-Aug,Northeast,Western_Bay,Y,(blank),10,0.1,1,LARGE VAN VEEN,0.1,0.5,35.3,DD,(blank),OK
