Dataset:              Infaunal Abundance - Summary by Station and Taxon
File Name:            CP_BEN_T.txt
Date Created:         01OCT1999
# Variables:          7
# Header Records:     17
# Data Records:       6596
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxonomic Code
              N_GRABS      Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SD_ABN       Std. dev. of abundance

STA_NAME;DATE;COD_EMAP;N_GRABS;T_ABN;M_ABN;SD_ABN
CP95133;950724;SPIOPETT;1;1;1.00;.
CP95133;950724;TAGEDIVI;1;1;1.00;.
CP95133;950724;TELLAGIL;1;4;4.00;.
CP95133;950724;XXXXARAB;1;1;1.00;.
CP95133;950724;XXXXNEMA;0;.;.;.
CP95133;950724;XXXXSYLL;1;1;1.00;.
CP95133;950724;XXXXTANA;1;1;1.00;.
CP95134;950721;CAPIJONE;1;1;1.00;.
CP95134;950721;ETEOHETE;1;1;1.00;.
CP95134;950721;GLYCSOLI;2;7;3.50;0.71
CP95134;950721;HETEFILI;1;1;1.00;.
CP95134;950721;MEDIAMBI;2;3;1.50;0.71
CP95134;950721;MYSIXSPP;1;1;1.00;.
CP95134;950721;PARAPINN;2;2;1.00;0.00
CP95134;950721;PARVMULT;1;1;1.00;.
CP95134;950721;PHORXSPP;2;4;2.00;0.00
CP95134;950721;SCOLXSPP;2;3;1.50;0.71
CP95134;950721;STREBENE;2;28;14.00;12.73
CP95134;950721;TELLXSPP;1;1;1.00;.
CP95134;950721;XXXXNEME;2;10;5.00;1.41
CP95135;950723;ACANMILL;2;250;125.00;14.14
CP95135;950723;DISPUNCI;2;2;1.00;0.00
CP95135;950723;DONAVARI;2;3;1.50;0.71
CP95135;950723;LEITXSPP;1;1;1.00;.
CP95135;950723;PARAFULG;2;10;5.00;2.83
CP95135;950723;PARALONG;1;5;5.00;.
CP95135;950723;PROTWIGL;2;87;43.50;14.85
CP95135;950723;PSEUMINO;1;1;1.00;.
CP95135;950723;SPIOPETT;1;3;3.00;.
CP95135;950723;TELLAGIL;1;1;1.00;.
CP95135;950723;XXXXECHI;1;1;1.00;.
CP95135;950723;XXXXNEME;1;1;1.00;.
CP95136;950814; ;2;0;0.00;0.00
CP95137;.; ;0;.;.;.
CP95138;950823;CAPICAPI;1;4;4.00;.
CP95138;950823;GLYCSOLI;2;7;3.50;3.54
CP95138;950823;HAMISOLI;1;2;2.00;.
CP95138;950823;HETEFILI;2;8;4.00;1.41
CP95138;950823;HOBSFLOR;1;7;7.00;.
CP95138;950823;LEITXSPP;1;1;1.00;.
CP95138;950823;MEDIAMBI;2;10;5.00;1.41
CP95138;950823;MULILATE;2;8;4.00;4.24
CP95138;950823;NEANSUCC;2;2;1.00;0.00
CP95138;950823;STREBENE;2;53;26.50;16.26
CP95138;950823;TELLAGIL;1;2;2.00;.
CP95138;950823;XXXXNEME;2;6;3.00;2.83
CP95138;950823;XXXXTUBI;2;6;3.00;2.83
CP95139;950821;ACTECANA;1;1;1.00;.
CP95139;950821;MULILATE;2;2;1.00;0.00
CP95139;950821;NEANSUCC;1;2;2.00;.
CP95139;950821;PARAPINN;1;2;2.00;.
CP95139;950821;STREBENE;2;74;37.00;16.97
CP95139;950821;TUBIXSPP;2;2;1.00;0.00
CP95140;950821;GLYCSOLI;2;6;3.00;0.00
CP95140;950821;LEITXSPP;2;3;1.50;0.71
CP95140;950821;MEDIAMBI;2;21;10.50;2.12
CP95140;950821;MULILATE;1;3;3.00;.
CP95140;950821;STREBENE;2;10;5.00;2.83
CP95140;950821;XXXXNEME;2;3;1.50;0.71
CP95140;950821;XXXXNERE;1;1;1.00;.
CP95141;950802;AMPEABDI;1;2;2.00;.
CP95141;950802;ANCICOMM;1;2;2.00;.
CP95141;950802;APOPPYGM;1;1;1.00;.
CP95141;950802;ARABIRIC;1;1;1.00;.
CP95141;950802;ASTHHEMP;1;11;11.00;.
CP95141;950802;CABIINCE;1;1;1.00;.
CP95141;950802;CERAIRRI;2;9;4.50;0.71
CP95141;950802;CYATPOLI;1;1;1.00;.
CP95141;950802;DORVRUDO;1;4;4.00;.
CP95141;950802;GLYCAMER;1;2;2.00;.
CP95141;950802;LEUCAMER;1;1;1.00;.
CP95141;950802;MACRZONA;1;5;5.00;.
CP95141;950802;MEDIAMBI;2;6;3.00;0.00
CP95141;950802;PARAPINN;3;13;4.33;4.04
CP95141;950802;PARVMULT;1;1;1.00;.
CP95141;950802;PHORXSPP;3;31;10.33;1.53
CP95141;950802;PHYLAREN;1;1;1.00;.
CP95141;950802;PODALEVI;1;1;1.00;.
CP95141;950802;PODAOBSC;2;4;2.00;1.41
CP95141;950802;PODAXSP1;1;1;1.00;.
CP95141;950802;PSEUAMBI;1;1;1.00;.
CP95141;950802;SPIOOCUL;2;3;1.50;0.71
CP95141;950802;SPIOXXSP;1;2;2.00;.
CP95141;950802;TAGEDIVI;1;1;1.00;.
CP95141;950802;TELLAGIL;1;1;1.00;.
CP95141;950802;XXXXMONT;2;7;3.50;3.54
CP95141;950802;XXXXNEME;2;10;5.00;1.41
CP95141;950802;XXXXOPHI;3;28;9.33;3.79
CP95141;950802;XXXXSIPU;1;1;1.00;.
CP95142;950801;ACTECANA;2;5;2.50;2.12
CP95142;950801;AMPEABDI;1;1;1.00;.
CP95142;950801;ARICFRAG;2;2;1.00;0.00
CP95142;950801;ARMAXSPP;1;1;1.00;.
CP95142;950801;CLYMTORQ;1;3;3.00;.
CP95142;950801;ERICBRAS;1;2;2.00;.
CP95142;950801;GLYCAMER;1;1;1.00;.
CP95142;950801;GLYCDIBR;2;4;2.00;1.41
CP95142;950801;GLYCSOLI;2;10;5.00;1.41
CP95142;950801;HETEFILI;2;2;1.00;0.00
CP95142;950801;HYDRDIAN;2;4;2.00;1.41
CP95142;950801;LEITXSPP;2;2;1.00;0.00
CP95142;950801;LISTBARN;2;2;1.00;0.00
CP95142;950801;LISTCLYM;2;3;1.50;0.71
CP95142;950801;LYONHYAL;2;3;1.50;0.71
CP95142;950801;MEDIAMBI;2;3;1.50;0.71
CP95142;950801;NEANSUCC;1;3;3.00;.
CP95142;950801;NOTOXSPP;2;3;1.50;0.71
CP95142;950801;NUCUPROX;1;1;1.00;.
CP95142;950801;ODOSENGO;1;2;2.00;.
CP95142;950801;PARAPINN;2;4;2.00;1.41
CP95142;950801;PODALEVI;1;1;1.00;.
CP95142;950801;SPIOOCUL;2;2;1.00;0.00
CP95142;950801;STREBENE;1;1;1.00;.
CP95142;950801;TAGEDIVI;2;3;1.50;0.71
CP95142;950801;TELLAGIL;2;5;2.50;0.71
CP95142;950801;XXXXBIVA;1;1;1.00;.
CP95142;950801;XXXXNEME;2;4;2.00;0.00
CP95142;950801;XXXXOPHI;2;2;1.00;0.00
CP95142;950801;XXXXSYLL;1;2;2.00;.
CP95143;950802;CARAHOBS;2;6;3.00;1.41
CP95143;950802;CERAIRRI;2;31;15.50;4.95
CP95143;950802;DORVRUDO;2;2;1.00;0.00
CP95143;950802;GLYCSOLI;1;6;6.00;.
CP95143;950802;GLYCXSPP;2;2;1.00;0.00
CP95143;950802;LISTBARN;2;13;6.50;4.95
CP95143;950802;MACRZONA;2;7;3.50;3.54
CP95143;950802;MEDIAMBI;2;8;4.00;2.83
CP95143;950802;NOTOXSPP;2;13;6.50;6.36
CP95143;950802;PARAPINN;2;9;4.50;0.71
CP95143;950802;PHORXSPP;1;2;2.00;.
CP95143;950802;PODALEVI;1;1;1.00;.
CP95143;950802;SCOLTENU;2;9;4.50;3.54
CP95143;950802;SPIOOCUL;2;5;2.50;2.12
CP95143;950802;XXXXBIVA;1;2;2.00;.
CP95143;950802;XXXXNEME;2;5;2.50;0.71
CP95144;950731; ;0;.;.;.
CP95145;950731;CERAIRRI;1;1;1.00;.
CP95145;950731;GLYCSOLI;1;2;2.00;.
CP95145;950731;MEDIAMBI;2;17;8.50;3.54
CP95145;950731;PHORXSPP;1;1;1.00;.
CP95145;950731;SCOLRUBR;1;1;1.00;.
CP95145;950731;SCOLTENU;2;4;2.00;1.41
CP95145;950731;XXXXCAPI;2;2;1.00;0.00
CP95146;950706;ACANMILL;1;1;1.00;.
CP95146;950706;BHAWHETE;1;2;2.00;.
CP95146;950706;CABIINCE;1;1;1.00;.
CP95146;950706;CHIOCANC;2;21;10.50;0.71
CP95146;950706;CORBCONT;1;1;1.00;.
CP95146;950706;CRASLUNA;1;16;16.00;.
CP95146;950706;GLYCAMER;2;3;1.50;0.71
CP95146;950706;GLYCSOLI;1;1;1.00;.
CP95146;950706;PINNXSPP;1;1;1.00;.
CP95146;950706;PSEUAMBI;2;26;13.00;11.31
CP95146;950706;SPISSOLI;1;1;1.00;.
CP95146;950706;TELLSYMB;1;1;1.00;.
CP95146;950706;XXXXCIRR;1;1;1.00;.
CP95146;950706;XXXXHARP;1;1;1.00;.
CP95146;950706;XXXXMYTI;1;1;1.00;.
CP95146;950706;XXXXNEMA;0;.;.;.
CP95146;950706;XXXXOPHI;1;1;1.00;.
CP95146;950706;XXXXTUBI;2;6;3.00;2.83
CP95147;950706;ARICWASS;2;9;4.50;3.54
CP95147;950706;CIRRXSP2;1;4;4.00;.
CP95147;950706;COROXSPP;1;1;1.00;.
CP95147;950706;CYATPOLI;1;1;1.00;.
CP95147;950706;EDOTTRIL;2;5;2.50;0.71
CP95147;950706;LAEOCULV;1;1;1.00;.
CP95147;950706;LEPIDYTI;1;1;1.00;.
CP95147;950706;MONOXSPP;1;1;1.00;.
CP95147;950706;POLIDUPL;2;2;1.00;0.00
CP95148;950705;DONAVARI;2;2;1.00;0.00
CP95148;950705;LEITXSPP;1;1;1.00;.
CP95148;950705;NEPHPICT;2;4;2.00;1.41
CP95148;950705;PROTWIGL;2;257;128.50;17.68
CP95148;950705;TELLAGIL;2;29;14.50;7.78
CP95148;950705;XXXXECHI;1;1;1.00;.
CP95148;950705;XXXXNEME;2;2;1.00;0.00
CP95148;950705;XXXXPORT;1;1;1.00;.
CP95149;950818;CHIRXXSP;1;1;1.00;.
CP95149;950818;MAREVIRI;1;4;4.00;.
CP95149;950818;POLYGSPP;1;2;2.00;.
CP95149;950818;XXXXBIVA;1;2;2.00;.
CP95149;950818;XXXXNEME;2;4;2.00;1.41
CP95149;950818;XXXXOLIG;2;5;2.50;2.12
CP95150;950818;AMERXSPP;2;8;4.00;4.24
CP95150;950818;RANGCUNE;1;1;1.00;.
CP95150;950818;STREBENE;1;1;1.00;.
CP95150;950818;XXXXNEME;1;2;2.00;.
CP95150;950818;XXXXNERE;2;4;2.00;0.00
CP95150;950818;XXXXOLIG;2;22;11.00;4.24
CP95150;950818;XXXXSIPU;1;1;1.00;.
CP95151;950802;CHIRXXSP;1;1;1.00;.
CP95151;950802;CORBCONT;1;1;1.00;.
CP95151;950802;COROXSPP;1;1;1.00;.
CP95151;950802;DEMOMICR;1;1;1.00;.
CP95151;950802;DYSPSAYI;1;1;1.00;.
CP95151;950802;EXOGDISP;1;1;1.00;.
CP95151;950802;GLYCAMER;2;3;1.50;0.71
CP95151;950802;GLYCSOLI;1;1;1.00;.
CP95151;950802;HETEFILI;2;5;2.50;0.71
CP95151;950802;HYPEXSPP;1;1;1.00;.
CP95151;950802;LEITXSPP;1;1;1.00;.
CP95151;950802;LEPISUBL;1;3;3.00;.
CP95151;950802;MEDIXSPP;2;5;2.50;0.71
CP95151;950802;MELINITI;1;16;16.00;.
CP95151;950802;NEANSUCC;2;28;14.00;18.38
CP95151;950802;ODONXSPP;1;4;4.00;.
CP95151;950802;PALAVULG;1;2;2.00;.
CP95151;950802;PARAPINN;2;13;6.50;3.54
CP95151;950802;PODALEVI;1;1;1.00;.
CP95151;950802;POLYDSPP;2;2;1.00;0.00
CP95151;950802;PORTSAYI;1;1;1.00;.
CP95151;950802;SCOLRUBR;2;9;4.50;3.54
CP95151;950802;SPHABILO;1;2;2.00;.
CP95151;950802;SPHEANTI;1;5;5.00;.
CP95151;950802;STREBENE;2;11;5.50;3.54
CP95151;950802;SYLLXXSP;1;1;1.00;.
CP95151;950802;TELLAGIL;1;2;2.00;.
CP95151;950802;XXX1CARI;1;2;2.00;.
CP95151;950802;XXXXACTI;1;12;12.00;.
CP95151;950802;XXXXCIRR;2;4;2.00;0.00
CP95151;950802;XXXXECTO;2;3;1.50;0.71
CP95151;950802;XXXXNEMA;1;1;1.00;.
CP95151;950802;XXXXNEME;2;2;1.00;0.00
CP95151;950802;XXXXOLIG;2;23;11.50;14.85
CP95151;950802;XXXXOPHI;1;1;1.00;.
CP95151;950802;XXXXPORC;1;1;1.00;.
CP95152;950802;AMPEXSPP;1;1;1.00;.
CP95152;950802;CORBCONT;1;1;1.00;.
CP95152;950802;GLYCAMER;2;4;2.00;0.00
CP95152;950802;HETEFILI;2;4;2.00;1.41
CP95152;950802;LEUCAMER;1;1;1.00;.
CP95152;950802;MEDIAMBI;1;1;1.00;.
CP95152;950802;NEANSUCC;1;1;1.00;.
CP95152;950802;NUCUPROX;1;1;1.00;.
CP95152;950802;PARAPINN;1;7;7.00;.
CP95152;950802;SCOLRUBR;1;2;2.00;.
CP95152;950802;SCOLTENU;2;2;1.00;0.00
CP95152;950802;STREBENE;2;10;5.00;5.66
CP95152;950802;TELLXSPP;1;3;3.00;.
CP95152;950802;THARXSPP;1;1;1.00;.
CP95152;950802;XXX1CARI;1;1;1.00;.
CP95152;950802;XXX2OSTR;1;2;2.00;.
CP95152;950802;XXXXCIRR;1;3;3.00;.
CP95152;950802;XXXXECTO;2;2;1.00;0.00
CP95152;950802;XXXXNEMA;1;1;1.00;.
CP95152;950802;XXXXOLIG;1;9;9.00;.
CP95153;950803;ABRAAEQU;1;6;6.00;.
CP95153;950803;ACTECANA;1;4;4.00;.
CP95153;950803;AMERXSPP;1;1;1.00;.
CP95153;950803;AMPEVERR;2;5;2.50;2.12
CP95153;950803;AMPEXSPP;2;3;1.50;0.71
CP95153;950803;BRANWELL;2;9;4.50;3.54
CP95153;950803;CIRR1SPP;1;1;1.00;.
CP95153;950803;CORBCONT;2;2;1.00;0.00
CP95153;950803;CORBXSPP;1;1;1.00;.
CP95153;950803;CYATBURB;1;1;1.00;.
CP95153;950803;GAMMPALU;1;1;1.00;.
CP95153;950803;GLYCSOLI;2;12;6.00;0.00
CP95153;950803;GONILITT;1;1;1.00;.
CP95153;950803;LEITXSPP;2;10;5.00;0.00
CP95153;950803;LISTBARN;2;8;4.00;1.41
CP95153;950803;LOIMMEDU;1;1;1.00;.
CP95153;950803;MEDIAMBI;2;26;13.00;11.31
CP95153;950803;MEDIXSPP;1;3;3.00;.
CP95153;950803;MICRGRAC;2;3;1.50;0.71
CP95153;950803;MICRXSPP;1;1;1.00;.
CP95153;950803;NASSACUT;1;1;1.00;.
CP95153;950803;NUCUPROX;2;24;12.00;5.66
CP95153;950803;OWENFUSI;1;1;1.00;.
CP95153;950803;PARVMULT;2;4;2.00;1.41
CP95153;950803;PINNXSPP;2;14;7.00;1.41
CP95153;950803;POLYCORN;1;2;2.00;.
CP95153;950803;POLYDSPP;1;6;6.00;.
CP95153;950803;SCOLRUBR;1;1;1.00;.
CP95153;950803;STREBENE;2;184;92.00;57.98
CP95153;950803;TELLAGIL;2;64;32.00;0.00
CP95153;950803;THARXSPP;2;12;6.00;5.66
CP95153;950803;TURBXSPP;1;1;1.00;.
CP95153;950803;XXX1CARI;2;3;1.50;0.71
CP95153;950803;XXX2OSTR;2;2;1.00;0.00
CP95153;950803;XXXXAORI;1;1;1.00;.
CP95153;950803;XXXXBIVA;2;6;3.00;2.83
CP95153;950803;XXXXGONI;1;2;2.00;.
CP95153;950803;XXXXNEMA;1;23;23.00;.
CP95153;950803;XXXXNEME;2;11;5.50;6.36
CP95153;950803;XXXXOLIG;2;45;22.50;10.61
CP95153;950803;XXXXOPHI;2;5;2.50;0.71
CP95153;950803;XXXXSIPU;1;1;1.00;.
CP95154;950804;ACTECANA;2;6;3.00;2.83
CP95154;950804;AMPEXSPP;2;2;1.00;0.00
CP95154;950804;ANCICOMM;1;2;2.00;.
CP95154;950804;APHEXXSP;1;3;3.00;.
CP95154;950804;CYRTCOST;1;4;4.00;.
CP95154;950804;GLYCSOLI;2;2;1.00;0.00
CP95154;950804;HETEFILI;1;1;1.00;.
CP95154;950804;HYPELACT;1;1;1.00;.
CP95154;950804;HYPEXSPP;1;1;1.00;.
CP95154;950804;LEITXSPP;2;7;3.50;2.12
CP95154;950804;LEUCAMER;1;4;4.00;.
CP95154;950804;MEDIAMBI;1;9;9.00;.
CP95154;950804;MEDIXSPP;1;1;1.00;.
CP95154;950804;MICRGRAC;1;1;1.00;.
CP95154;950804;OGYRALPH;1;3;3.00;.
CP95154;950804;PARAPINN;2;13;6.50;3.54
CP95154;950804;POLYCORN;1;1;1.00;.
CP95154;950804;SCOLRUBR;1;1;1.00;.
CP95154;950804;SCOLTENU;2;8;4.00;4.24
CP95154;950804;STREBENE;2;27;13.50;0.71
CP95154;950804;THARXSPP;1;1;1.00;.
CP95154;950804;XXX1CARI;2;6;3.00;1.41
CP95154;950804;XXXXBIVA;1;1;1.00;.
CP95154;950804;XXXXCUMA;1;1;1.00;.
CP95154;950804;XXXXGAST;1;1;1.00;.
CP95154;950804;XXXXMALD;1;1;1.00;.
CP95154;950804;XXXXOLIG;2;4;2.00;0.00
CP95154;950804;XXXXTHAL;1;1;1.00;.
CP95155;950731;ANCIDEPR;1;1;1.00;.
CP95155;950731;ANCIHART;1;2;2.00;.
CP95155;950731;CHIRCOEC;1;9;9.00;.
CP95155;950731;CHIRXXSP;2;3;1.50;0.71
CP95155;950731;CRASMART;1;1;1.00;.
CP95155;950731;HYPEXSPP;1;1;1.00;.
CP95155;950731;LEITXSPP;1;2;2.00;.
CP95155;950731;MICRFRAG;1;5;5.00;.
CP95155;950731;NEPHBUCE;1;1;1.00;.
CP95155;950731;NUCUPROX;1;1;1.00;.
CP95155;950731;PARPLONG;2;11;5.50;4.95
CP95155;950731;PODALEVI;1;1;1.00;.
CP95155;950731;PODAOBSC;1;6;6.00;.
CP95155;950731;PODAXSPP;1;2;2.00;.
CP95155;950731;SABEVULG;1;6;6.00;.
CP95155;950731;STREBENE;1;1;1.00;.
CP95155;950731;STREXXSP;1;2;2.00;.
CP95155;950731;SYLLXSP1;1;5;5.00;.
CP95155;950731;SYLLXXSP;1;3;3.00;.
CP95155;950731;XXX1CARI;1;1;1.00;.
CP95155;950731;XXXXHESI;1;4;4.00;.
CP95155;950731;XXXXNEMA;2;47;23.50;9.19
CP95155;950731;XXXXNEME;1;17;17.00;.
CP95155;950731;XXXXOLIG;2;43;21.50;10.61
CP95155;950731;XXXXOPHI;1;1;1.00;.
CP95156;950801;POLYGSPP;1;1;1.00;.
CP95156;950801;XXXXBIVA;1;1;1.00;.
CP95156;950801;XXXXNEME;3;5;1.67;1.15
CP95156;950801;XXXXOLIG;3;22;7.33;5.51
CP95157;950816;ACANXSPP;1;1;1.00;.
CP95157;950816;ARICWASS;1;11;11.00;.
CP95157;950816;CAULXSP1;1;1;1.00;.
CP95157;950816;CIRR1SPP;1;1;1.00;.
CP95157;950816;HYPEXSPP;1;1;1.00;.
CP95157;950816;MICRFRAG;1;6;6.00;.
CP95157;950816;NEPHBUCE;1;4;4.00;.
CP95157;950816;NEPHPICT;1;1;1.00;.
CP95157;950816;OLIVMUTI;1;2;2.00;.
CP95157;950816;PROTDEIC;1;3;3.00;.
CP95157;950816;SCOLRUBR;1;3;3.00;.
CP95157;950816;SPIOBOMB;1;1;1.00;.
CP95157;950816;TAGEDIVI;1;1;1.00;.
CP95157;950816;XXXXBIVA;1;1;1.00;.
CP95157;950816;XXXXMYSI;1;1;1.00;.
CP95157;950816;XXXXNEMA;1;1;1.00;.
CP95157;950816;XXXXNEME;1;2;2.00;.
CP95157;950816;XXXXOLIG;1;1;1.00;.
CP95158;950815;AMPEVADO;1;21;21.00;.
CP95158;950815;AMPEXSPP;1;8;8.00;.
CP95158;950815;ARABIRIC;1;5;5.00;.
CP95158;950815;ARICWASS;1;6;6.00;.
CP95158;950815;CHIRXXSP;2;2;1.00;0.00
CP95158;950815;CIRR1SPP;2;14;7.00;1.41
CP95158;950815;COROSIMI;1;17;17.00;.
CP95158;950815;CYATBURB;1;19;19.00;.
CP95158;950815;DIODXXSP;1;1;1.00;.
CP95158;950815;EUPOXSPP;1;2;2.00;.
CP95158;950815;EXOGDISP;1;14;14.00;.
CP95158;950815;GLYCAMER;2;3;1.50;0.71
CP95158;950815;HETEFILI;2;44;22.00;28.28
CP95158;950815;HYPEXSPP;2;4;2.00;0.00
CP95158;950815;MAERCARO;1;3;3.00;.
CP95158;950815;MARPSANG;1;3;3.00;.
CP95158;950815;MEDIAMBI;1;1;1.00;.
CP95158;950815;MONTDORS;1;3;3.00;.
CP95158;950815;NEANSUCC;1;17;17.00;.
CP95158;950815;PARAPINN;1;1;1.00;.
CP95158;950815;PODALEVI;1;3;3.00;.
CP95158;950815;POLYDSPP;1;1;1.00;.
CP95158;950815;SABEVULG;1;1;1.00;.
CP95158;950815;SCOLETEX;1;2;2.00;.
CP95158;950815;SCOLRUBR;2;53;26.50;34.65
CP95158;950815;SCOLTENU;1;4;4.00;.
CP95158;950815;SPHAXSPP;1;1;1.00;.
CP95158;950815;SPHEANTI;2;2;1.00;0.00
CP95158;950815;SPIOOCUL;1;1;1.00;.
CP95158;950815;STREBENE;2;89;44.50;45.96
CP95158;950815;THARXSPP;2;11;5.50;2.12
CP95158;950815;UNCISERR;1;9;9.00;.
CP95158;950815;XXX1CARI;1;1;1.00;.
CP95158;950815;XXXXACTI;1;3;3.00;.
CP95158;950815;XXXXBIVA;1;2;2.00;.
CP95158;950815;XXXXCAPI;1;1;1.00;.
CP95158;950815;XXXXCIRR;1;18;18.00;.
CP95158;950815;XXXXMYSI;2;2;1.00;0.00
CP95158;950815;XXXXOLIG;2;15;7.50;9.19
CP95158;950815;XXXXPORI;1;1;1.00;.
CP95159;950828;ARICWASS;1;17;17.00;.
CP95159;950828;CIRR1SPP;1;4;4.00;.
CP95159;950828;CORBCONT;1;1;1.00;.
CP95159;950828;NEPHBUCE;1;3;3.00;.
CP95159;950828;NEPHPICT;1;1;1.00;.
CP95159;950828;PROTDEIC;1;4;4.00;.
CP95159;950828;SCOLRUBR;1;2;2.00;.
CP95159;950828;STREBENE;1;3;3.00;.
CP95159;950828;SYLLXXSP;1;1;1.00;.
CP95159;950828;THARXSPP;1;1;1.00;.
CP95159;950828;XXXXACTI;1;4;4.00;.
CP95159;950828;XXXXBIVA;1;3;3.00;.
CP95159;950828;XXXXCAPR;1;1;1.00;.
CP95159;950828;XXXXHESI;1;1;1.00;.
CP95159;950828;XXXXNEMA;1;1;1.00;.
CP95159;950828;XXXXNEME;1;2;2.00;.
CP95159;950828;XXXXOLIG;1;3;3.00;.
CP95160;950829;AMPEXSPP;2;6;3.00;0.00
CP95160;950829;APSEXXSP;1;12;12.00;.
CP95160;950829;ARABIRIC;2;6;3.00;0.00
CP95160;950829;ARICFRAG;1;3;3.00;.
CP95160;950829;BEMLUNIC;1;8;8.00;.
CP95160;950829;BHAWHETE;1;1;1.00;.
CP95160;950829;CAPRXXSP;1;1;1.00;.
CP95160;950829;CYATBURB;2;4;2.00;0.00
CP95160;950829;DIODXXSP;1;2;2.00;.
CP95160;950829;DRILXXSP;1;1;1.00;.
CP95160;950829;EOBRSPIN;1;5;5.00;.
CP95160;950829;ERICXSPP;2;8;4.00;4.24
CP95160;950829;EUPOXSPP;1;1;1.00;.
CP95160;950829;EXOGDISP;2;11;5.50;2.12
CP95160;950829;GAMMXSPP;1;2;2.00;.
CP95160;950829;GLYCAMER;2;8;4.00;0.00
CP95160;950829;GLYCSOLI;2;2;1.00;0.00
CP95160;950829;LEPTVIRG;1;1;1.00;.
CP95160;950829;MAERCARO;1;5;5.00;.
CP95160;950829;MEDIAMBI;1;10;10.00;.
CP95160;950829;MEDIXSPP;1;22;22.00;.
CP95160;950829;MICRGRAC;1;11;11.00;.
CP95160;950829;MONTDORS;1;2;2.00;.
CP95160;950829;OSTREQUE;1;1;1.00;.
CP95160;950829;PANOOCCI;2;16;8.00;7.07
CP95160;950829;PARAPINN;2;5;2.50;2.12
CP95160;950829;PECTGOUL;1;1;1.00;.
CP95160;950829;PIROROBE;1;4;4.00;.
CP95160;950829;POLYCORN;1;1;1.00;.
CP95160;950829;PRIOXSPP;1;24;24.00;.
CP95160;950829;SCOLRUBR;2;42;21.00;2.83
CP95160;950829;SCOLTENU;2;20;10.00;4.24
CP95160;950829;SIGATENT;1;1;1.00;.
CP95160;950829;SPHEANTI;1;10;10.00;.
CP95160;950829;SPIOOCUL;1;4;4.00;.
CP95160;950829;TAGEDIVI;1;2;2.00;.
CP95160;950829;TELLXSPP;1;1;1.00;.
CP95160;950829;THARXSPP;1;1;1.00;.
CP95160;950829;XXX1CARI;1;1;1.00;.
CP95160;950829;XXX1POLY;1;1;1.00;.
CP95160;950829;XXX2AMPH;1;1;1.00;.
CP95160;950829;XXX2OSTR;2;2;1.00;0.00
CP95160;950829;XXXXACTI;2;4;2.00;1.41
CP95160;950829;XXXXALPH;1;1;1.00;.
CP95160;950829;XXXXBIVA;2;2;1.00;0.00
CP95160;950829;XXXXCAPR;1;6;6.00;.
CP95160;950829;XXXXCIRR;1;2;2.00;.
CP95160;950829;XXXXECTO;1;2;2.00;.
CP95160;950829;XXXXNEMA;2;3;1.50;0.71
CP95160;950829;XXXXNEME;1;1;1.00;.
CP95160;950829;XXXXOLIG;1;3;3.00;.
CP95160;950829;XXXXOPHI;1;5;5.00;.
CP95160;950829;XXXXORBI;1;1;1.00;.
CP95160;950829;XXXXPORC;1;7;7.00;.
CP95160;950829;XXXXSIPU;1;1;1.00;.
CP95161;950830;ARICWASS;1;1;1.00;.
CP95161;950830;CAULXSP1;2;20;10.00;4.24
CP95161;950830;CIRR1SPP;1;2;2.00;.
CP95161;950830;GLYCAMER;1;1;1.00;.
CP95161;950830;HETEFILI;1;7;7.00;.
CP95161;950830;MEDIXSPP;2;4;2.00;1.41
CP95161;950830;MICRFRAG;1;4;4.00;.
CP95161;950830;MOORPALL;1;1;1.00;.
CP95161;950830;NEANSUCC;1;11;11.00;.
CP95161;950830;NEPHBUCE;1;2;2.00;.
CP95161;950830;NEPHPICT;1;2;2.00;.
CP95161;950830;ODONXSPP;1;3;3.00;.
CP95161;950830;PARAPINN;1;6;6.00;.
CP95161;950830;PARPLONG;2;114;57.00;19.80
CP95161;950830;PODALEVI;1;1;1.00;.
CP95161;950830;POLYDSPP;1;1;1.00;.
CP95161;950830;SCOLRUBR;1;7;7.00;.
CP95161;950830;SCOLTENU;1;1;1.00;.
CP95161;950830;STREBENE;1;3;3.00;.
CP95161;950830;STREXXSP;1;28;28.00;.
CP95161;950830;SYLLXXSP;1;4;4.00;.
CP95161;950830;THARXSPP;1;1;1.00;.
CP95161;950830;XXXXNEMA;2;23;11.50;7.78
CP95161;950830;XXXXNEME;2;12;6.00;4.24
CP95161;950830;XXXXOLIG;2;428;214.00;173.95
CP95161;950830;XXXXSPIO;1;1;1.00;.
CP95162;950829;AMERXSPP;1;1;1.00;.
CP95162;950829;CHIRALMY;1;3;3.00;.
CP95162;950829;SYNAXXSP;1;1;1.00;.
CP95162;950829;XXXXNEME;2;8;4.00;1.41
CP95162;950829;XXXXOLIG;2;9;4.50;3.54
CP95163;950829;ALPHNORM;1;1;1.00;.
CP95163;950829;AMPEVADO;1;1;1.00;.
CP95163;950829;APHEXXSP;1;3;3.00;.
CP95163;950829;ARABIRIC;1;1;1.00;.
CP95163;950829;BATECATH;1;70;70.00;.
CP95163;950829;CAULXSP1;2;15;7.50;0.71
